국가,기관,발행일,제목,원문,링크,수집일
싱가포르,IMDA,2026-01-08,"NUS, Synapxe 및 IMDA는 AI 챌린지에서 180만 명의 싱가포르인에게 영향을 미치는 만성 질환을 목표로 합니다.","NUS, Synapxe and IMDA target chronic diseases affecting 1.8 million Singaporeans in AI Challenge",https://news.google.com/rss/articles/CBMizAFBVV95cUxQekhQbTF5U1pNYmQ4dUtncG1KMXNDQ2tpLVRwXzJqQjNXRlNfel9vNWk1ZmZIbGI4UHZ2cVBkd2p6UU9tMUo1MDdsQnJYeHlnWm9EeWltT1BLNDl3M3dWc2U0U2l2V0ZCZ2pzT2h2czE1MkRxY2EzdHZ2Sl9QSlRKNWw4SEl3c3E0bzQ1SGRiOHBrLXc2MHRXRS1PcmEzZlNXbnByNkdPM25DcG8yODNlX0cyYm9VN1ViZmxhVUNmWUlESENRdlBZQWNaRU8?oc=5,2026-02-04
싱가포르,IMDA,2026-01-06,INF,INF,https://news.google.com/rss/articles/CBMifkFVX3lxTE5iMHIxZ0I5cDExM25MNWhrbG1MRUl4TTd6OG5wVEdybG5mdGRuUnZDbEtxU1F6NDdrQW9nVXcxWHFzVnlzaDZ0em5KR0tmN3ZfQi1IeU1ucFBuZU9kUl84cm9hdUZXYnpMTnZIMkNXWkI2S0M3cTN6aFA5Tjd2Zw?oc=5,2026-02-04
아일랜드,DETE,2026-01-02,"Smyth 장관, OpenAI가 디지털 포용을 위한 국가 헌장에 서명함에 따라 디지털 포용 추진 강화",Minister Smyth strengthens digital inclusion drive as OpenAI signs National Charter for Digital Inclusion,https://news.google.com/rss/articles/CBMikAFBVV95cUxPaWJ5aVl3ZUh2cW9oenFUTmpNX0llSUp0N0wzR3VyNElkR25FQWxVYUlBVTFrVHlCVWhCeE52RS1zdjI1TlJVSUkwR1FuVHpISUhMc21fZTFGMUN5ZThHRWZieGJkQlJETnZhdTBSa2RIcFJtVHZxVHRDWUtvdmJLSHFmZTcyNlNnRkE2WVZqTU0?oc=5,2026-02-04
중국,CAC,2025-12-27,"""인공지능 의인화 인터랙티브 서비스 관리에 관한 임시조치(의견안)""에 관한 국민의견공개청취에 관한 국가인터넷정보처 고시",国家互联网信息办公室关于《人工智能拟人化互动服务管理暂行办法（征求意见稿）》公开征求意见的通知,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE16dHIyWlBIN3Nnd2JvdjhsOF92ZmZDYzRjR29SZWlWWVZiNjU2TmdFc0VTWGZ1N1FnN1ZxWXhjdWt2UVNQQnlyV01pQ3AwNFF2UWVTd2xIWVpqb2JFa01HSXMxaS00YTg?oc=5,2026-02-04
대만,moda,2025-12-24,입법원은 우리나라의 AI 혁신과 보안 거버넌스의 초석을 구축하기 위해 3차 독회에서 '인공지능 기본법'을 통과시켰습니다 | 보도자료 - 발표 메시지 | 모다,立法院三讀通過《人工智慧基本法》 構築我國AI創新與安全治理基石｜新聞發布- 公告訊息｜moda,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBEcFF2czZoWTFaTE1WQVFJNzcwVzY5VEE0OXNfOWNvXzJVeTV6aUt6RC0yYTVPRUhDeDFQYnU4WlpwVVBUZExzcjkxM3pVS3NRT1VtVEw4Q0xwZw?oc=5,2026-02-04
대만,moda,2025-12-23,대만 주권 AI 훈련 코퍼스(베타 버전),臺灣主權 AI 訓練語料庫 ( Beta 版),https://news.google.com/rss/articles/CBMiPkFVX3lxTE1NLWU5TE9YME9Yd0VGLWVwWUZ3RHJqeF9nbHJuUkQ5ekhkc3pCa3doVTI5aFp4UUlLNWoyRUxR?oc=5,2026-02-04
핀란드,MEE,2025-12-22,EU 인공 지능법에 대한 국가 감독 시작 – 당국의 권한에 관한 법률이 연초부터 발효됩니다,National supervision of EU Artificial Intelligence Act to begin – laws on powers of authorities to take effect at start of the year,https://news.google.com/rss/articles/CBMi4wFBVV95cUxNSWRwZkVhMXRQbzhNalotdVJJejd2MHAxQW5hZC1BQTN1b0FxOGpxTmpHZmtGUGdvdXg3dWFXcFJHVzhmME9lYXJyYVhVdS1EMzNoNU5rU1AtTTV5YTNYX2Z0T3pnNGZiVjdNc20tTThiVHh1Ti1pRkRVMUlpX0t3emsyV1JoOGNrOElGSlc1MGUtbUZjMWhzQ0NLRHF1bU1jLWpjVzBHLXNPYzY3RGJLYWxlaU9aTGFTdU5CekhONWl0UHdMaS1hT0Y4NmFSdWFZeVdjTzlxekNQeUtKTklGNVJfTQ?oc=5,2026-02-04
일본,디지털청,2025-12-19,일본 대시보드 목록,Japan Dashboard（ジャパン・ダッシュボード）の一覧,https://news.google.com/rss/articles/CBMiX0FVX3lxTE0tSkF0NXloaC1OQ3BWQzIzb0xQVUV0QmxCekg5eGZMTlU0b0hiZGRoeEx4ZkhIZkJmOTMxR2hlR3U3SXp3UldqNXI5aFNmeEs5dDM4czlLSVZTX3RoeUZJ?oc=5,2026-02-04
대만,moda,2025-12-17,공공 부문 인공 지능 응용 참조 매뉴얼 | 정부 AI 참조 매뉴얼 및 애플리케이션 스테이션,公部門人工智慧應用參考手冊｜政府AI參考手冊及應用站,https://news.google.com/rss/articles/CBMif0FVX3lxTE16aHMwcEpxQ0JvRmRwQTd6ZU5XaVpEOWQzS3ZtMEh1bUdBWHYwMXJzRVdVMEctVmFrX2JQcjBzbTMzUF9semQzdnNxcXhTdGJNbnRBeTh5N1lPbDRBUHdDZ0tXWl9Nb0FkYm9GQ21OZmVCNHZTM0ZqdWVzdVktM3M?oc=5,2026-02-04
캐나다,ISED,2025-12-11,책임 있는 인공지능을 위해 함께 학습하기,Learning Together for Responsible Artificial Intelligence,https://news.google.com/rss/articles/CBMi8wFBVV95cUxPUUZIZDJFaVRsQ183SmdMZm5JalQtdHBuWk4zZW0wanZ0UTBEZjFaM2VIRjB5ekQtX29ZcUhQdDE4dTR3Y1Y1eDB4WnpLLTNvOTVKdXZCdFJ3WWk1cTdobHRtZ19mbmdRejlmME9zeXN1T0FOZUFQU1FmZmp6aXB2MGk5RU1BVGhpc2t0b2VPcVlxZFVZZjlTblNYUlkyaWwxd0o3MXRjNk9yam9pcVhnQlRrNWlLNHI1b2lzN2VBc2N0bFRySVVrajVDcEtwTWtwWXNjOWNwenZUUU9mcG5hQXNVLUZGbkdrd0V6RDRBUXpySGc?oc=5,2026-02-04
캐나다,ISED,2025-12-09,"중소기업 AI 도입 청사진에 관한 G7 산업, 디지털, 기술 장관 성명","G7 Industry, Digital and Technology Ministerial Statement on the SME AI Adoption Blueprint",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNNnQ3bTAxQVktOEh1Sjc2a0F6eElUQkRZdkZqbEJEajNfLXlDMTBmbzltalVtdFlYOGcxN2JmQjdVU2VTZEZEcnRrLTdSQ0FQN1hRZDJIT3dndmJDU2c1WS1wVlJCME1Jd2tlenNaQXhYTXV0WklSRU55N2JwSUF0djBXYXU4dEhwazBQcURwSE9FeWRmd3BZX2VjeUp2TEx4MDFVVEVMWVMxbllKbVc5ZEdaZ0lNREFCVmJ0Y2VtSkk?oc=5,2026-02-04
네덜란드,Digital,2025-12-05,NDS 위원회,NDS Council,https://news.google.com/rss/articles/CBMikAFBVV95cUxPcVUtZzF0ZmQzeml6TmJGbm1QZW9uQjhOX0tWUG5nVlNrMkZlUTJmMjRiOHlKSlhiRHdtLWxzdHVIUnc3amNwWDdCT3hZdHFNVjhURHN6LUhxa0VPZlpmSndzdEFfVTNlSjFHMGZLemgzSi1wZlhERU9TYXpyVkpmS3oxSVNmTWJqVHJYajFuVzg?oc=5,2026-02-04
중국,CAC,2025-12-04,디지털 거버넌스에 대한 중국-아세안 협력 심화를 위한 중국의 이니셔티브,China's Initiative on Deepening China-ASEAN Cooperation on Digital Governance,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1sV1BKY2lJMW9rUUxib21HMDRmYUNRQWNYczFDS2RpbzdvMWNnRVBLOW5OUmJmM0dHbVdOclZWdE56TW9aXy10MjhWVFN0RXh4WDRHbmR0VVIzX2xMUXJGZHp1d2RMdlk?oc=5,2026-02-04
일본,MIC,2025-12-04,제54차 독립행정기관평가제도위원회 회의록,第54回独立行政法人評価制度委員会 議事録,https://news.google.com/rss/articles/CBMiigFBVV95cUxOSExOQUtZUUNDaU9zMXhkdUJnQVBwaUNWemt1T0MtTGkyM29CN29zLUs0UWlHeG1Ia19ncnFOcWpKckxXX29QSVlvckpwUFplVkg0Tk4ycHNhdDE1clU5dFNjWG10V2J6VjZaQjhmcnpaZ2I3SWRqaW16TEZJV3hNM0EteTFtYzd5UUE?oc=5,2026-02-04
일본,디지털청,2025-12-02,공금수취계좌등록시스템,公金受取口座登録制度,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9zT0VfcDRfUHZfR3VvNWxHYWkxY3dta0xsTEh1YnRNZU1xaUVidUJHblpIeUZuTGw2bXgtNGU1S05kZm9hOFBSa0l6bE5xc2dOTEhoT2tPZ2taTVpVYUVmdjJrYzR2UQ?oc=5,2026-02-04
네덜란드,Digital,2025-12-02,“디지털 이슈가 일상생활의 중심에 닥쳤습니다”,“Digital issues strike at the heart of daily life here”,https://news.google.com/rss/articles/CBMisgFBVV95cUxNajVaVnZmenFkOHdEeTZkNnE4d3Z6OWtzXzdWTWJPbHFYLU0tT29GeXN2b3Vhc3ZSdTQtV2N4T0kwazZ4dkNzQTBVTFRGNGNrRV9ibUNOc1FmbDNqNVdtMWJUaUltNWEyd3ZROWdOTkF5RlNBY25hN1llUEJJb2NSUjdvd25iNTdVdVc2aHdIaWt6VnZOLUFmLW9sT25ad282V3Z6RlV3aWQ3RTdXRWJNU2tn?oc=5,2026-02-04
호주,DISR,2025-12-01,소개 |국가 AI 계획,Introduction | National AI Plan,https://news.google.com/rss/articles/CBMiekFVX3lxTE5PNW00blkyRzg0SnhUMDdyNkdpczMtSmtoZkZjX1AxUVZvdUlDeE96b3JXQnloU0VqY0QwNV9nWUxDN2g1RHkwemxUZUw0ckVDZFdKbzFfRmNaY0lCVVJvbEpEdmRBNUVRRms2bU1NOWF4RHVVOWxTb1lB?oc=5,2026-02-04
사우디,MCIT,2025-11-24,"통신부, AI 솔루션 통합 게이트웨이 GO AI HUB 플랫폼 출시","Communications Ministry Hosts Launch of GO AI HUB Platform, Unified Gateway for AI Solutions",https://news.google.com/rss/articles/CBMiT0FVX3lxTE91OG9rVlNMLTJ3ZWJ0Nk1jYjRqeVVHY2RlckFXSW5BVnc2Y19KMU1NMjNyMXZVaTg0YkdMbW9xZzhsc3ItY0swYlVlQUc3TkU?oc=5,2026-02-04
대한민국,산업통상자원부,2025-11-22,「2025 수출 붐업코리아 Week 자유무역지역관」참가기업 모집 안내,「2025 수출 붐업코리아 Week 자유무역지역관」참가기업 모집 안내,https://news.google.com/rss/articles/CBMimgFBVV95cUxPOVBDZFJiOVBDU0tpZ1lIUFRKMjBabDJ3WlM1U21Yb1J0Sm94LVhtWGJpbzgzcVFsc1Y4Y1IxYVA1eTN6OFhXTFp2WGdBM2N4aS1kbUpJSzRjQkd5WDhxenRURjIwTGQxdGxoZ3FCYmNjcGFFRnNFUGpIcVZ6X3VpWlMwTEVydkpYbmtBWWdrUGxNVms4aXQ2Smp3?oc=5,2026-02-04
스위스,WBF,2025-11-21,치즈-국수 원리가 알츠하이머병에 대응하는 데 어떻게 도움이 될 수 있습니까?,How the cheese-noodle principle could help counter Alzheimer's,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE42bUpyU09HUmdNVGZVOXBqV3Q4Z090U1ljMlpTQVcxRmJ3QTR6ZUVkNEhadFpFVHZyMjlBTXdzZ3huNHkyM3dwLXBCdUtjaVpDVEdCeGdfN254SkN1eGVRbVBZSDhZNDQ?oc=5,2026-02-04
노르웨이,KDD,2025-11-18,에게,KI,https://news.google.com/rss/articles/CBMiTkFVX3lxTE5KVm9DYjc0X0xYODNGc3dLSjJRdVk3YjhMNzZZeG9iYjExdS1SZmRpVG1memRyd3JSTW56dGpqLWhaTVlUVjd2Sm4zREpTZw?oc=5,2026-02-04
대한민국,산업통상자원부,2025-11-15,기술 표준,기술 표준,https://news.google.com/rss/articles/CBMingFBVV95cUxQVVhFeFptb2lDSzJTSWN4NW5nWU5yeFJFUTlJaGlFUXMxUDUwSkFkZXBfaWQyd0FDd2V3eFNWNWI0dVFVbzk0SFJWLWtiT19SVW1VcGhxaEdpRmxVVTF5MjdOYll6RWJ1ZWctTDNzZHdOQndXM0k5M2IwVEhfOE4ydGFBa0MwMnZlU3Q2UXZ4ZHZ4NHdKZnVlTjlBTjJtUQ?oc=5,2026-02-04
중국,CAC,2025-11-08,GDIDigitalInclusionActionInitiative_중앙사이버보안정보기술위원회 사무국,GDIDigitalInclusionActionInitiative_中央网络安全和信息化委员会办公室,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9uWFQ1NUtFXzhXZkNZSzNJazIxT1JvV1ItUTYyaEswU21MOVJNY2ZjTUY0U2IyM01PQlJBMmJsX1ZvSXJWTmtjOUdPTEQwQWVyRVZ1NHM1MXd6aHo4cGl4Wnc2anBkYVU?oc=5,2026-02-04
싱가포르,MDDI,2025-11-06,공공 서비스 내 AI 도구 채택 진행 상황에 대한 PQ에 대한 MDDI의 답변,MDDI's response to PQ on Progress of Adopting AI Tools within Public Service,https://news.google.com/rss/articles/CBMirwFBVV95cUxPRWIzaDlNVHE5VTZyN1NFTzlOU1lRbDdna1FvVDM1YW9ZU3F3U2pXckE3VmY0SEU1SVRsV0FxU3BBcV9HeGpmTHBGMUw3c0gydUw3S3E5NG9KcDd3eHlzV0lXZ2c3SkJSSEdRamZuTXJPUkNuX2l4bnlvZGNhendURFJYZjJQQUU5N2o2dU5wWS13WUlIVEVibjJYYUZjemdkdUoxSjRvOUk2WnlEeTFj?oc=5,2026-02-04
아일랜드,DETE,2025-11-06,아일랜드의 AI 고용 시장이 2년 만에 두 배로 성장하며 강력한 경제 모멘텀을 예고,"Ireland’s AI job market doubles in two years, signalling strong economic momentum",https://news.google.com/rss/articles/CBMikgFBVV95cUxOdjZPT0N1UWNMd0NnYjctSmhCUUpWb2lIQnMwdkQwQzEzOFNDRjFqbHo3YVpTQ2x6WWxLRW5aenVmTE1SNHNvQy1fVUxRS2tEbWRBaVBwNVZYWjkzYWNxb1VPX3ZQcWdqbVY0RkMwVlUzYnl5cWpKYkI1YjhjbndabVpySnMyNGVwbUhnMnlqYzNGUQ?oc=5,2026-02-04
영국,DSIT,2025-10-22,전자 여행 허가(ETA)를 확인하세요.,Check your electronic travel authorisation (ETA),https://news.google.com/rss/articles/CBMiQkFVX3lxTE5FRjhFM244bzNWYWV0VGJPZzgyZ05BM1lIdXpXTmNhNVBITFZ6RlpoOGFacTdRVmFDRm92ZHF5WlVWQQ?oc=5,2026-02-04
호주,DISR,2025-10-21,AI 채택을 위한 지침,Guidance for AI Adoption,https://news.google.com/rss/articles/CBMic0FVX3lxTE96T2lBeW8tUWtNb0ItRGU4dUlZVGszTW90Mk1jRjZaSkVOQWlaZlZveXF6cGNDblpnc1h3M0o3M2I4LTlQQmRBY0VycVVsM05ibTI1dXdSbnc4VkY2YjNJcUNXRnBIWjZYZEVrVnZVV29NOWM?oc=5,2026-02-04
아일랜드,DETE,2025-10-17,아일랜드 AI 및 디지털 장관 Niamh Smyth가 포르투갈 리스본에서 열린 D9+ 장관 회의에 아일랜드 대표단을 이끌고 있습니다.,"Ireland’s AI and Digital Minister Niamh Smyth leads Irish delegation to the D9+ Ministerial Meeting in Lisbon, Portugal",https://news.google.com/rss/articles/CBMikAFBVV95cUxOOWlvaTJyQmRRYS1QVFVrWTVZRzRRMWFodEprWGIycHpLZzNEbDlCU2hMZGxNdlpRN3phN0tpNXVqeUdNVzdwdWo5UFE0LU9RdjRiVVo5WEpuSDg5VFJLTDRaME1mMklxZ1FIaGd0M0dhcVpZQjVFT01VbEpISXMyVUVEN2lhUEdOOUc3UnU3SGo?oc=5,2026-02-04
대한민국,과학기술정보통신부,2025-10-15,법령,법령,https://news.google.com/rss/articles/CBMic0FVX3lxTFBNVTdmX0VxUEZzQU5RdWwxTzVEVTFTWEM1XzV1TTlPZXZxWHhKM1JqeEVibjNxNk9zd1JKUExqcGt1bkpJMXhyeGVRekNpUHdXQ1hMakVEa2NBS0V3NDhfNG9ueWNlbFlEU1QzbzFJMG8tMEU?oc=5,2026-02-04
이스라엘,IIA,2025-10-15,건강과 의학 분야의 인공지능 구현,הטמעת בינה מלאכותית בבריאות ורפואה,https://news.google.com/rss/articles/CBMiXkFVX3lxTFBzUFlSYnNqVHcyN1E3VDZySk9XZGRRRlZ2S0xDcmdiaXBlM2tHckdxM1Zqa3draEYyN3N3R0gtWWUyNmxFN19NMnhpQ01QalN5dklhMTZLajItNnp2TWc?oc=5,2026-02-04
이스라엘,IIA,2025-10-08,교육용 인공 지능(EdTech): 맞춤형 학습,בינה מלאכותית בחינוך (EdTech): למידה מותאמת אישית,https://news.google.com/rss/articles/CBMiWEFVX3lxTE5ZZUhobFAtU2FfRi05QVJwa3lCSmNyWllYYk1kVEExSThya3JMejZucG1NZG1MY3pGV1lvMUdJQjlsUElaXzJlVzRfSlVLR2hORjlTdktkaUo?oc=5,2026-02-04
벨기에,BIPT,2025-10-08,AI법 적용,Application of the AI Act,https://news.google.com/rss/articles/CBMiekFVX3lxTE5Hb0xzTlVXZFB5YWhoZWxKVklZdG40QjR4dUs1cjNjZjhNbV9GcTd3anl0MlRNV1pRLU1uODU0UkxYQ3lFajZVOTk3VFBnWG04Rkd5T0VsNnJRaXhVRWpoaFJzb04zQ0M2MXB2ZURVWDExUjM5YnNCYl93?oc=5,2026-02-04
벨기에,BIPT,2025-10-08,유럽 ​​프레임워크,European framework,https://news.google.com/rss/articles/CBMilAFBVV95cUxPcG5TeFhDNmZVTUdFZXQ5eEowa2xEaWxTMW53eXdmTDlpRDd0QjNBclhlOGFBdUwwNXZybVI2MU5Jd2J3dzhLLVFnY09MaVQ5Z1Zndk15RzdHaHdfb3RqS0QwR0dPU1ZmY1JzSjhZRHJaWjFCZkV3Z2x0cWh2eFB1OHN5OFN4UFVrM3RVZFNQVGJSZE1V?oc=5,2026-02-04
벨기에,BIPT,2025-10-08,실용적인 정보,Practical information,https://news.google.com/rss/articles/CBMihgFBVV95cUxPZy1KOGxuMUstWi1kRHlFZTJ2eTZjNk1sSUdxbjRyYW84clRZSjM3N2NqcTg1SHM1ZVJldzBlOUh5NURTSkRKZmlZbHo1dFNzN0NWMlIzOFNyRkFqdjFhNEdLM05wLTRkU2MzRFJsX1VXZ0cyckxqcVM0UHZMeTZDdGZ5UEJKQQ?oc=5,2026-02-04
벨기에,BIPT,2025-10-08,통신 부문의 경제 규제,Economic regulation of the telecoms sector,https://news.google.com/rss/articles/CBMikgFBVV95cUxNd0tCd2lUM1I4SkFxWWI1UXJWQXg3S21uUHV6UTJtWDNObWpyQ2JEb25NdWRNNV9wY05uTmozSk04V2pVS1VCalBYMFkzOWZmSjR2aDNjcHA0VlFJS2RsSnVuWGwtVzZtMk9sOUxJdkc5aHV2eW9VeE5nT0daZ3JRUmJYXzhCdzluYlZBaXRpWmg0Zw?oc=5,2026-02-04
벨기에,BIPT,2025-10-08,회계 분리,Accounting separation,https://news.google.com/rss/articles/CBMitwFBVV95cUxQbWk3aW45b0p4a0FOQUEwNXhuWW5YRXNWUUJSNVRqb1V5LUptLU1tZmFnTUdzMkh0ajZXTGpHb29pNlM1Rm1XSEJUR0pId1NFY0hZc2s3ZWpyWmlDampoN2IzNFpSWW5YcnZUaTFaME1BNFJjTzRSdTlrUkE5a1pfSTlyOG1ZdkNZc2tDM2pnbGpPRUdnWmtaYkp6YjlVR29weTBDZ0VOMEVWSlgzeVUyNkdzNXl3MEU?oc=5,2026-02-04
싱가포르,MDDI,2025-09-30,AWS 공공 부문의 날 싱가포르에서 MOS Jasmin Lau의 개회사,Opening Address by MOS Jasmin Lau at AWS Public Sector Day Singapore,https://news.google.com/rss/articles/CBMipAFBVV95cUxPMzFkNkl0ckJBRDB3SFFUenNlNnlrbnhHd1AyaC1WZXlKT3dldUw0azR1MTdHdVFwOVdHMGw2OGxHVG1OMDE4UUd3T0FKXzhzWGZONHRSN2xQTUh3cWQzd0NseW1sMWtxeUNxei1nRzFob2V3NTNwWVI0MWNIdlFPWktCbXJfbjc4SDd2R2FDVGZVTXB4QWdNZHhqb2tuZ0hacEk4TA?oc=5,2026-02-04
싱가포르,MDDI,2025-09-29,"싱가포르, 포용적 개발을 위해 국가와 자원을 공유하는 디지털 플랫폼 출시",Singapore Launches Digital Platform to Share Resources with Countries for Inclusive Development,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQTlJXemlsWlpjVjRiSDNuSlZVVWt0MGp1Z0lFNWl0SFJsaHhxUmFSQTRLTkdUVHY0alBDLWlfTjFPM2w4Z1FHdUptb2hUQjRRYlZrQnpFOFlpT0dVRUY4R29wR09RY2VWdWU5d1JPQTlJa0RxNVNnTUdraWQ1NTRERXRXQ0NBVDA2dC1vZXlfSTRsMGx5S1A0NVM5Y2JXaHJDMzhmQXB6Y3VidWNCWjI4Mk1wbzlHWjZGVXhxWkJQa0tQcFFPVTJqUw?oc=5,2026-02-04
사우디,MCIT,2025-09-29,"사우디아라비아, G20 디지털경제·AI 장관급 회의에 참가","Saudi Arabia to Participate in G20 Digital Economy, AI Ministerial Meetings",https://news.google.com/rss/articles/CBMiogFBVV95cUxNMkhUVmRSVzdPY3RQWlgwMEh6M3kyUHNBaHhrSkFYSFJiZzZFNjZoTGt4WnBvWWRhU1lLbXBpbW9XVHRwenlabkNuSHA1WlBTbzk5TVpZb2tuSjRWTUlBbkxscWdqSkQyRXV6c2xWOERnZkRIREtvTXpxYThfVV9hXzJFZHRqVXlleW02d0ZBLWMxQzJFUTN2MzVSaW1PNnBNZmc?oc=5,2026-02-04
중국,CAC,2025-09-28,중국-아프리카 사이버 공간 운명공동체 공동 구축 행동 계획(2025-2026),Plan of Actions on Jointly Building a China-Africa Community with a Shared Future in Cyberspace（2025-2026）,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1HX2NZd09ZZ0dZN2RleU9XSk91NFJWNmNNQk1BUDdIems0NWhXUV9oWjFDSUhpdXhXeC1xX0I3RUl0d3pmanNVTWREQzR6OS1sMXdaRTNmaURObGFha3Z5UVBrV1BsbXM?oc=5,2026-02-04
오스트리아,BMF,2025-09-24,"BMF, 가짜 투자 프로젝트로 사기 웹사이트 경고",BMF warnt vor Betrugs-Website mit Fake-Investitionsprojekt,https://news.google.com/rss/articles/CBMikgFBVV95cUxQOGx5NnJMYmNxSDhrWHFiNFpYZnUzdVREN3ZFT2tiUEx0Wk5kUUdfVDdXTlN5a2xwZk5kN1BNdHlPT2NiZDlXTml0OWNrbTBxSHNydy01S3pjMDR2SU01VXFUSkRQVjYxRFRWTXhGWThYMWRUeVJyQzVmek1aa3RCdGVId25TUXYza1dna2lEcDhrdw?oc=5,2026-02-04
스위스,OFCOM,2025-09-18,스위스 IGF 2025: 주요 디지털화 문제에 대한 공개 대화,Swiss IGF 2025: open dialogue on key digitalisation issues,https://news.google.com/rss/articles/CBMiakFVX3lxTFBwT2dYSWJ4WXdiQTZyN0VfWVR1YjMxdlJVakt0YVg4M01zMDlranNfVDBWSEpHM091MWw0SE1XU0dLRjhudFpDU2F5UzFXVGgzX3VzMWF0ckl3Ml84MGdXOWlPVmNVblRhYXc?oc=5,2026-02-04
대만,MOEA,2025-09-17,AI 물결에 따른 수동소자 기술 발전 동향,AI浪潮下被動元件技術發展趨勢,https://news.google.com/rss/articles/CBMikAFBVV95cUxQWGhsYTJIUmFkVnZ2eUpRUXNHR2F1SjMyR25SbVlLb1ExWGd4OUpMWWVJcGJ1SDI4V09vT3Vhd1FaQlY0cWZGd3pPLXRiZUNydTNHT3htM0hybThLZXRhUnpuMFd5ZHNKYXBKNFlrTnhZa3cwUk9aaVZoSjIzcG02akktUXIxXzFZTERNcjdEeHE?oc=5,2026-02-04
아일랜드,DETE,2025-09-16,아일랜드는 EU AI 규제를 선도하고 있습니다.,Ireland leads the way in EU AI regulation,https://news.google.com/rss/articles/CBMikwFBVV95cUxPZzhlRVlubmhSdERUWkJrZWpoSGtKYlFCTXZZd1F4aHRwWGZxeVVTbmlBLUxzUXpkcDdZUHozVWhuMnRiVkRiclF4OVlYWDZLU3dFOEtmX1RaN3Z2elZsZ05IY0tYeFpmNTAwQi05ZVVRWGIzdXB2NHo0aGNYUllwX1ZweFdueHExMVctRzBBbVh4eGM?oc=5,2026-02-04
스위스,OFCOM,2025-09-06,세계 국가 및 지역의 인공지능 규제 분석,Analysis of artificial intelligence regulation in countries and regions around the world,https://news.google.com/rss/articles/CBMifkFVX3lxTFBpcTRwZjFqVHVlVmtoMFJCQUF6akFCX0Q5d21KZEV2ajBMb1pCLXRZR0xURmpPX1dsNmgwX0dhOVppbXVtNWRIZkRuWWVieFdkZUlhcDF1eFk4OXlSOW9YRFlpWk1ULWhfVHBHSWtHazA2TW1CSXp2SWFhNk5Kdw?oc=5,2026-02-04
이스라엘,IIA,2025-08-25,양자컴퓨팅(QML)을 통한 첨단 AI 기술 연구개발을 위한 '인공양자지능' 컨소시엄 설립을 조직한다.,"התארגנות להקמת מאגד ""Artificial Quantum Intelligence"" למו""פ טכנולוגיות AI מתקדמות באמצעות מחשוב קוונטי(QML)",https://news.google.com/rss/articles/CBMigwFBVV95cUxNR2hKUFpkNDhINUFfWS1aSU45NndabWVwbVkzOEpnVlBrcmJGenhWZjlIQk9WTGJzWXNnV05YRWJ1R3BRcU83TndMZFFuZ3dZV0ZueDg0NnRyVk5fbkpVYjNITnZLQXdiY3Q5dHpNZWRjSVYta0pReDZxS2MyVDdTZ29IQQ?oc=5,2026-02-04
호주,DISR,2025-08-25,2025년 책임 있는 AI 지수 살펴보기,Explore the responsible AI index 2025,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPMDlrVm42UGNvc0ZGTlZjbENhb1N3WmFheWxlN2h3R25OaFlPTXJRSjNfMHU1ck9TM1VRd1BhNGJHWk1JTFZaNW03bEdFNVVfQWNjTmZrSVpFSFJKT003R2ZCWndnTmlzWW9ma0taY2dBckVkb2lTWFREdHRpVDMtRnZiUkRCOWdoSEk4TnVOWGdVMHU0RWpmNU0tRFI3X0w4aWpOS0w1UFdDWVVaTzljUEZBUmNvbHV2MldR?oc=5,2026-02-04
대한민국,과학기술정보통신부,2025-08-23,장관 소개,장관 소개,https://news.google.com/rss/articles/CBMiZkFVX3lxTE80ZTFQSHVDdEhqaktRYWlBVmpsRHItaWdFckpEa0tRejYtb05PZTBQVVJ5NDMtNGVzSFoxeTlfckVfcnhmU01YaFNDeGFQcFdJNW1RbTJCUjRGaW9ObXh1UnFPTDg0QQ?oc=5,2026-02-04
미국,백악관,2025-08-21,더 나은 디자인을 통해 국가를 발전시키다,IMPROVING OUR NATION THROUGH BETTER DESIGN,https://news.google.com/rss/articles/CBMioAFBVV95cUxNTGxlSW51TVh5ZV9mSTM1VUo0R2NsVHZzekkzdkRwUVBoLTEyMHJabnp1cm1NcGZ3dGw4TW8zMVBzeGl4OXBQT2NxQ0tuemZERE5mTU0zVmdBd3pDUWNFVkFmTDhfbC1Uc2Y1WGVqZjZ3cEluY1o3eHRBSWRKekFsSW5pUzRGRHhtVTZTcHVVc2VEM19ZTG1CeXdJMmVfU1RQ?oc=5,2026-02-04
