국가,기관,발행일,제목,원문,링크,수집일
미국,DOC,2024-05-21,"지나 라이몬도(Gina Raimondo) 미 상무장관, AI 안전에 관한 전략적 비전 발표, AI 안전 연구소 간 글로벌 협력 계획 발표","U.S. Secretary of Commerce Gina Raimondo Releases Strategic Vision on AI Safety, Announces Plan for Global Cooperation Among AI Safety Institutes",https://www.commerce.gov/news/press-releases/2024/05/us-secretary-commerce-gina-raimondo-releases-strategic-vision-ai-safety,2026-02-04
독일,BMWK,2024-05-12,- BMWK.de,- BMWK.de,https://www.bmwk.de/DT/Navigation/DE/Foerderaufrufe/KI-Innovationswettbewerb/ki-innovationswettbewerb.html,2026-02-04
네덜란드,Digitalisation,2024-04-07,국가 I-전략 2021,I-strategie Rijk 2021,https://www.nldigitalgovernment.nl/wp-content/uploads/sites/11/2024/03/I-Strategie-Rijk-2021-2025.pdf,2026-02-04
일본,디지털청,2024-03-30,# 공동 창작 플랫폼에 대한 검색 결과 개선,# 共創プラットフォームの絞り込み検索結果,https://digital-agency-news.digital.go.jp/keyword/co-creation-platform,2026-02-04
일본,디지털청,2024-03-29,"[Type 5 Morpho AI Solutions Co., Ltd.] 기술 실증 최종 보고서 요약",【類型5 株式会社モルフォAIソリューションズ】技術実証最終報告サマリー,https://www.digital.go.jp/assets/contents/node/basic_page/field_ref_resources/321e447a-8983-4d75-973e-27b925903d4c/9ce9fbf0/20240329_policies_committeetechnology-verificationtype5_2_summary_02.pdf,2026-02-04
미국,NTIA,2024-03-27,AI 책임 정책 보고서,AI Accountability Policy Report,https://www.ntia.gov/issues/artificial-intelligence/ai-accountability-policy-report,2026-02-04
영국,DSIT,2024-03-19,DSIT에서 근무,Working for DSIT,https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology/about/recruitment,2026-02-04
스위스,OFCOM,2024-03-11,스위스의 디지털 거버넌스 및 인공 지능을 위한 Plateforme Tripartite,The Plateforme Tripartite for digital governance and artificial intelligence in Switzerland,https://www.bakom.admin.ch/en/the-plateforme-tripartite-for-digital-governance-and-artificial-intelligence-in-switzerland,2026-02-04
벨기에,연방혁신기술부,2024-02-03,"연구, 혁신 및 우주 |벨기에 유럽연합 이사회 의장국","Onderzoek, Innovatie en Ruimtevaart | Belgisch voorzitterschap van de Raad van de Europese Unie",https://www.belspo.be/belspo/EUBelgium24/research_innovation_nl.stm,2026-02-04
오스트리아,BMF,2024-01-22,AI 규제: AI 서비스포인트 신청서를 국회에 제출,KI-Regulierung: Antrag für die KI-Servicestelle im Parlament eingebracht,https://www.bmf.gv.at/presse/pressemeldungen/2024/jaenner/KI-servicestelle.html,2026-02-04
미국,NTIA,2024-01-11,국가 스펙트럼 전략,National Spectrum Strategy,https://www.ntia.gov/sites/default/files/frontier-foundry-written-input.pdf,2026-02-04
