발행일,발행부처,문서종류,제목(영문),원문링크,문서번호
2025-12-11,"Commerce Department, International Trade Administration",Notice,Certain Chassis and Subassemblies Thereof From The People's Republic of China: Rescission of Antidumping Duty Administrative Review; 2024-2025,https://www.federalregister.gov/documents/2025/12/11/2025-22579/certain-chassis-and-subassemblies-thereof-from-the-peoples-republic-of-china-rescission-of,2025-22579
2025-12-11,"Commerce Department, Foreign-Trade Zones Board",Notice,"Foreign-Trade Zone 115; Application for Subzone; Phillips 66 Company; Nederland, Texas",https://www.federalregister.gov/documents/2025/12/11/2025-22578/foreign-trade-zone-115-application-for-subzone-phillips-66-company-nederland-texas,2025-22578
2025-12-11,"Health and Human Services Department, National Institutes of Health",Notice,National Institute on Deafness and Other Communication Disorders; Notice of Closed Meeting,https://www.federalregister.gov/documents/2025/12/11/2025-22577/national-institute-on-deafness-and-other-communication-disorders-notice-of-closed-meeting,2025-22577
2025-12-11,"Health and Human Services Department, National Institutes of Health",Notice,National Institute on Deafness and Other Communication Disorders; Notice of Meeting,https://www.federalregister.gov/documents/2025/12/11/2025-22576/national-institute-on-deafness-and-other-communication-disorders-notice-of-meeting,2025-22576
2025-12-11,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/12/11/2025-22575/center-for-scientific-review-notice-of-closed-meetings,2025-22575
2025-12-11,International Trade Commission,Notice,Active Anode Material From China; Revised Schedule for the Subject Proceeding,https://www.federalregister.gov/documents/2025/12/11/2025-22574/active-anode-material-from-china-revised-schedule-for-the-subject-proceeding,2025-22574
2025-12-11,"Homeland Security Department, U.S. Citizenship and Immigration Services",Notice,Agency Information Collection Activities; Revision of a Currently Approved Collection: Notice of Entry of Appearance as Attorney or Accredited Representative,https://www.federalregister.gov/documents/2025/12/11/2025-22573/agency-information-collection-activities-revision-of-a-currently-approved-collection-notice-of-entry,2025-22573
2025-12-11,Energy Department,Notice,Agency Information Collection Extension,https://www.federalregister.gov/documents/2025/12/11/2025-22572/agency-information-collection-extension,2025-22572
2025-12-11,"Trade Representative, Office of United States",Notice,Request for Comments and Notice of a Public Hearing Regarding the 2026 Special 301 Review,https://www.federalregister.gov/documents/2025/12/11/2025-22571/request-for-comments-and-notice-of-a-public-hearing-regarding-the-2026-special-301-review,2025-22571
2025-12-11,"Agriculture Department, Agricultural Marketing Service",Notice,Vidalia Onions Grown in Georgia; Continuance Referendum,https://www.federalregister.gov/documents/2025/12/11/2025-22570/vidalia-onions-grown-in-georgia-continuance-referendum,2025-22570
2025-12-11,Federal Reserve System,Notice,Notice of Proposals To Engage in or To Acquire Companies Engaged in Permissible Nonbanking Activities,https://www.federalregister.gov/documents/2025/12/11/2025-22569/notice-of-proposals-to-engage-in-or-to-acquire-companies-engaged-in-permissible-nonbanking,2025-22569
2025-12-11,Federal Reserve System,Notice,Change in Bank Control Notices; Acquisitions of Shares of a Bank or Bank Holding Company,https://www.federalregister.gov/documents/2025/12/11/2025-22568/change-in-bank-control-notices-acquisitions-of-shares-of-a-bank-or-bank-holding-company,2025-22568
2025-12-11,"Agriculture Department, Rural Utilities Service, Rural Housing Service, Rural Business-Cooperative Service",Rule,OneRD Guaranteed Loan Regulation,https://www.federalregister.gov/documents/2025/12/11/2025-22567/onerd-guaranteed-loan-regulation,2025-22567
2025-12-11,Homeland Security Department,Notice,"Agency Information Collection Activities: Generic Clearance for the Collection of Qualitative Feedback on Agency Service Delivery, 1601-0014",https://www.federalregister.gov/documents/2025/12/11/2025-22566/agency-information-collection-activities-generic-clearance-for-the-collection-of-qualitative,2025-22566
2025-12-11,"Environmental Protection Agency, National Oceanic and Atmospheric Administration",Rule,Air Plan Approval; South Carolina; Second Planning Period Regional Haze Plan,https://www.federalregister.gov/documents/2025/12/11/2025-22565/air-plan-approval-south-carolina-second-planning-period-regional-haze-plan,2025-22565
2025-12-11,Environmental Protection Agency,Rule,Air Plan Approval; Tennessee; Second Period Regional Haze Plan,https://www.federalregister.gov/documents/2025/12/11/2025-22564/air-plan-approval-tennessee-second-period-regional-haze-plan,2025-22564
2025-12-11,"Agriculture Department, Agricultural Marketing Service",Notice,Sweet Onions Grown in the Walla Walla Valley of Southeast Washington and Northeast Oregon; Continuance Referendum,https://www.federalregister.gov/documents/2025/12/11/2025-22563/sweet-onions-grown-in-the-walla-walla-valley-of-southeast-washington-and-northeast-oregon,2025-22563
2025-12-11,Environmental Protection Agency,Rule,"Air Plan Approval; Ohio; Carmeuse Lime, Inc. SO2",https://www.federalregister.gov/documents/2025/12/11/2025-22562/air-plan-approval-ohio-carmeuse-lime-inc-so2,2025-22562
2025-12-11,Environmental Protection Agency,Notice,"Farm, Ranch, and Rural Communities Advisory Committee (FRRCC); Notice of Charter Renewal",https://www.federalregister.gov/documents/2025/12/11/2025-22561/farm-ranch-and-rural-communities-advisory-committee-frrcc-notice-of-charter-renewal,2025-22561
2025-12-11,Justice Department,Notice,Agency Information Collection Activities; Proposed eCollection eComments Requested; Extension of a Previously Approved Collection; Generic Clearance for the Collection of Qualitative Feedback on Agency Service Delivery,https://www.federalregister.gov/documents/2025/12/11/2025-22560/agency-information-collection-activities-proposed-ecollection-ecomments-requested-extension-of-a,2025-22560
2025-12-11,"Homeland Security Department, Coast Guard",Rule,"Safety Zone; Santa Barbara Harbor, Santa Barbara, CA",https://www.federalregister.gov/documents/2025/12/11/2025-22559/safety-zone-santa-barbara-harbor-santa-barbara-ca,2025-22559
2025-12-11,"Homeland Security Department, Coast Guard",Rule,Special Local Regulations; Marine Events Within the Coast Guard Southwest District,https://www.federalregister.gov/documents/2025/12/11/2025-22558/special-local-regulations-marine-events-within-the-coast-guard-southwest-district,2025-22558
2025-12-11,"Homeland Security Department, Coast Guard",Rule,Safety Zones: Los Angeles County Annual New Years Eve Fireworks Event,https://www.federalregister.gov/documents/2025/12/11/2025-22557/safety-zones-los-angeles-county-annual-new-years-eve-fireworks-event,2025-22557
2025-12-11,"Homeland Security Department, Coast Guard",Notice,Notice of Availability of Record of Decision for the Hawaii-California Training and Testing Final Supplemental Environmental Impact Statement/Overseas Environmental Impact Statement,https://www.federalregister.gov/documents/2025/12/11/2025-22556/notice-of-availability-of-record-of-decision-for-the-hawaii-california-training-and-testing-final,2025-22556
2025-12-11,Education Department,Notice,Request for Information; Updates to the Accreditation Handbook,https://www.federalregister.gov/documents/2025/12/11/2025-22555/request-for-information-updates-to-the-accreditation-handbook,2025-22555
2025-12-11,"Treasury Department, Foreign Assets Control Office",Notice,Notice of OFAC Sanctions Action,https://www.federalregister.gov/documents/2025/12/11/2025-22554/notice-of-ofac-sanctions-action,2025-22554
2025-12-11,Environmental Protection Agency,Proposed Rule,"No-Migration Variance From Land Disposal Restrictions for Clean Harbors Lone Mountain, Oklahoma",https://www.federalregister.gov/documents/2025/12/11/2025-22553/no-migration-variance-from-land-disposal-restrictions-for-clean-harbors-lone-mountain-oklahoma,2025-22553
2025-12-11,"Energy Department, Federal Energy Regulatory Commission",Notice,"Merimil Limited Partnership; Lockwood Holdco, LLC; Notice of Application of Transfer of License and Soliciting Comments, Motions To Intervene, and Protests",https://www.federalregister.gov/documents/2025/12/11/2025-22552/merimil-limited-partnership-lockwood-holdco-llc-notice-of-application-of-transfer-of-license-and,2025-22552
2025-12-11,"Energy Department, Federal Energy Regulatory Commission",Notice,"Algonquin Gas Transmission, LLC; Notice of Schedule for the Preparation of an Environmental Assessment for the Cape Cod Canal Pipeline Relocation Project",https://www.federalregister.gov/documents/2025/12/11/2025-22551/algonquin-gas-transmission-llc-notice-of-schedule-for-the-preparation-of-an-environmental-assessment,2025-22551
2025-12-11,"Energy Department, Federal Energy Regulatory Commission",Notice,Combined Notice of Filings,https://www.federalregister.gov/documents/2025/12/11/2025-22550/combined-notice-of-filings,2025-22550
2025-12-11,"Energy Department, Federal Energy Regulatory Commission",Notice,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/12/11/2025-22549/combined-notice-of-filings-1,2025-22549
2025-12-11,"Energy Department, Federal Energy Regulatory Commission",Notice,City of Abbeville; Notice of Application Tendered for Filing With The Commission and Soliciting Additional Study Requests and Establishing Procedural Schedule for Relicensing and a Deadline for Submission of Final Amendments,https://www.federalregister.gov/documents/2025/12/11/2025-22548/city-of-abbeville-notice-of-application-tendered-for-filing-with-the-commission-and-soliciting,2025-22548
2025-12-11,"Energy Department, Federal Energy Regulatory Commission",Notice,"Cabin Run Pumped Storage, LLC; Notice of Surrender of Preliminary Permit",https://www.federalregister.gov/documents/2025/12/11/2025-22547/cabin-run-pumped-storage-llc-notice-of-surrender-of-preliminary-permit,2025-22547
2025-12-11,"Energy Department, Federal Energy Regulatory Commission",Notice,"Jupiter Pumped Storage 1, LLC; Notice of Surrender of Preliminary Permit",https://www.federalregister.gov/documents/2025/12/11/2025-22546/jupiter-pumped-storage-1-llc-notice-of-surrender-of-preliminary-permit,2025-22546
2025-12-11,"Commerce Department, National Oceanic and Atmospheric Administration",Rule,Magnuson-Stevens Act Provisions; Fisheries of the Northeastern United States; Fisheries of the Northeastern United States; 2025-2027 Atlantic Herring Fishery Specifications,https://www.federalregister.gov/documents/2025/12/11/2025-22545/magnuson-stevens-act-provisions-fisheries-of-the-northeastern-united-states-fisheries-of-the,2025-22545
2025-12-11,Civil Rights Commission,Notice,Sunshine Act Meeting Notice,https://www.federalregister.gov/documents/2025/12/11/2025-22544/sunshine-act-meeting-notice,2025-22544
2025-12-11,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Proposed Rule,Medicare Program; Alternative Payment Model Updates and the Increasing Organ Transplant Access (IOTA) Model,https://www.federalregister.gov/documents/2025/12/11/2025-22543/medicare-program-alternative-payment-model-updates-and-the-increasing-organ-transplant-access-iota,2025-22543
2025-12-11,"Commerce Department, National Oceanic and Atmospheric Administration",Proposed Rule,Pribilof Islands Administration; Dogs Prohibited,https://www.federalregister.gov/documents/2025/12/11/2025-22542/pribilof-islands-administration-dogs-prohibited,2025-22542
2025-12-11,"Transportation Department, Federal Railroad Administration",Notice,Notice of Petition for Extension of Waiver of Compliance,https://www.federalregister.gov/documents/2025/12/11/2025-22541/notice-of-petition-for-extension-of-waiver-of-compliance,2025-22541
2025-12-11,"Justice Department, Drug Enforcement Administration",Rule,Schedules of Controlled Substances: Extension of Temporary Placement of MDMB-4en-PINACA in Schedule I of the Controlled Substances Act,https://www.federalregister.gov/documents/2025/12/11/2025-22540/schedules-of-controlled-substances-extension-of-temporary-placement-of-mdmb-4en-pinaca-in-schedule-i,2025-22540
2025-12-11,"Health and Human Services Department, Centers for Disease Control and Prevention",Notice,Draft Infection Control in Healthcare Personnel: Epidemiology and Control of Selected Infections Transmitted Among Healthcare Personnel and Patients: Conjunctivitis Section,https://www.federalregister.gov/documents/2025/12/11/2025-22539/draft-infection-control-in-healthcare-personnel-epidemiology-and-control-of-selected-infections,2025-22539
2025-12-11,Securities and Exchange Commission,Notice,Agency Information Collection Activities; Proposed Collection; Comment Request; Extension: Rule 32a-4,https://www.federalregister.gov/documents/2025/12/11/2025-22535/agency-information-collection-activities-proposed-collection-comment-request-extension-rule-32a-4,2025-22535
2025-12-11,Social Security Administration,Notice,Rate for Assessment on Direct Payment of Fees to Representatives in 2026,https://www.federalregister.gov/documents/2025/12/11/2025-22534/rate-for-assessment-on-direct-payment-of-fees-to-representatives-in-2026,2025-22534
2025-12-11,Environmental Protection Agency,Proposed Rule,"Air Plan Approval; Virginia; Amendment to the State Operating Permit for GP Big Island, LLC",https://www.federalregister.gov/documents/2025/12/11/2025-22533/air-plan-approval-virginia-amendment-to-the-state-operating-permit-for-gp-big-island-llc,2025-22533
2025-12-11,"National Foundation on the Arts and the Humanities, National Endowment for the Arts",Notice,National Council on the Arts 218th Meeting,https://www.federalregister.gov/documents/2025/12/11/2025-22532/national-council-on-the-arts-218th-meeting,2025-22532
2025-12-11,"Health and Human Services Department, Agency for Healthcare Research and Quality",Notice,Agency Information Collection Activities: Proposed Collection; Comment Request,https://www.federalregister.gov/documents/2025/12/11/2025-22531/agency-information-collection-activities-proposed-collection-comment-request,2025-22531
2025-12-11,Environmental Protection Agency,Proposed Rule,Air Plan Approval; California; San Joaquin Valley Air Pollution Control District,https://www.federalregister.gov/documents/2025/12/11/2025-22530/air-plan-approval-california-san-joaquin-valley-air-pollution-control-district,2025-22530
2025-12-11,Environmental Protection Agency,Notice,"Agency Information Collection Activities; Proposed Information Collection Request; Comment Request; Revisions to the RCRA Definition of Solid Waste, EPA ICR No. 2310.08, OMB Control No. 2050-0202",https://www.federalregister.gov/documents/2025/12/11/2025-22529/agency-information-collection-activities-proposed-information-collection-request-comment-request,2025-22529
2025-12-11,Environmental Protection Agency,Notice,"Agency Information Collection Activities; Proposed Information Collection Request; Comment Request; RCRA Expanded Public Participation, EPA ICR No. 1688.11, OMB Control No. 2050-0149",https://www.federalregister.gov/documents/2025/12/11/2025-22528/agency-information-collection-activities-proposed-information-collection-request-comment-request,2025-22528
2025-12-11,Environmental Protection Agency,Notice,"Agency Information Collection Activities; Proposed Information Collection Request; Comment Request; Trade Secret Claims for Community Right-to-Know and Emergency Planning (Renewal), EPA ICR No. 1428.13, OMB Control No. 2050-0078",https://www.federalregister.gov/documents/2025/12/11/2025-22527/agency-information-collection-activities-proposed-information-collection-request-comment-request,2025-22527
2025-12-11,"Transportation Department, Federal Aviation Administration",Notice,Airport Terminal Program; FY 2026 Funding Opportunity,https://www.federalregister.gov/documents/2025/12/11/2025-22526/airport-terminal-program-fy-2026-funding-opportunity,2025-22526
2025-12-11,State Department,Notice,"30-Day Notice of Proposed Information Collection: Statement of Political Contributions, Fees, and Commissions Relating to Sales of Defense Articles and Defense Services",https://www.federalregister.gov/documents/2025/12/11/2025-22525/30-day-notice-of-proposed-information-collection-statement-of-political-contributions-fees-and,2025-22525
2025-12-11,State Department,Notice,30-Day Notice of Proposed Information Collection: Nontransfer and Use Certificate,https://www.federalregister.gov/documents/2025/12/11/2025-22524/30-day-notice-of-proposed-information-collection-nontransfer-and-use-certificate,2025-22524
2025-12-11,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/12/11/2025-22523/center-for-scientific-review-notice-of-closed-meetings,2025-22523
2025-12-11,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/12/11/2025-22522/center-for-scientific-review-notice-of-closed-meetings,2025-22522
2025-12-11,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/12/11/2025-22521/center-for-scientific-review-notice-of-closed-meetings,2025-22521
2025-12-11,Environmental Protection Agency,Notice,Senior Executive Service Performance Review Board; Membership,https://www.federalregister.gov/documents/2025/12/11/2025-22520/senior-executive-service-performance-review-board-membership,2025-22520
2025-12-11,Environmental Protection Agency,Proposed Rule,"Pesticide Tolerances; Implementing Registration Review Decisions for Certain Pesticides; Atrazine, et al.",https://www.federalregister.gov/documents/2025/12/11/2025-22519/pesticide-tolerances-implementing-registration-review-decisions-for-certain-pesticides-atrazine-et,2025-22519
2025-12-11,"Homeland Security Department, Coast Guard",Rule,"Safety Zone; Patapsco River, Baltimore, MD",https://www.federalregister.gov/documents/2025/12/11/2025-22518/safety-zone-patapsco-river-baltimore-md,2025-22518
2025-12-11,Environmental Protection Agency,Rule,"Air Plan Approval; Arizona; Maricopa County Air Quality Department; Volatile Organic Compounds and Particulate Matter; Solvent Cleaning; Architectural Coatings; Incinerators, Burn-Off Ovens, and Crematories",https://www.federalregister.gov/documents/2025/12/11/2025-22517/air-plan-approval-arizona-maricopa-county-air-quality-department-volatile-organic-compounds-and,2025-22517
2025-12-11,"Homeland Security Department, Coast Guard",Rule,Safety Zones; Annual Events in the Captain of the Port Detroit Zone-Sandusky New Years Eve Fireworks,https://www.federalregister.gov/documents/2025/12/11/2025-22516/safety-zones-annual-events-in-the-captain-of-the-port-detroit-zone-sandusky-new-years-eve-fireworks,2025-22516
2025-12-11,"Homeland Security Department, Coast Guard",Rule,"Safety Zone; Sandusky Bay, Sandusky, OH",https://www.federalregister.gov/documents/2025/12/11/2025-22515/safety-zone-sandusky-bay-sandusky-oh,2025-22515
2025-12-11,Environmental Protection Agency,Notice,Pesticide Registration Review; Pesticide Dockets Opened for Review and Comment; Notice of Availability,https://www.federalregister.gov/documents/2025/12/11/2025-22514/pesticide-registration-review-pesticide-dockets-opened-for-review-and-comment-notice-of-availability,2025-22514
2025-12-11,"Commerce Department, National Oceanic and Atmospheric Administration",Rule,Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to Alaska LNG Project in Cook Inlet,https://www.federalregister.gov/documents/2025/12/11/2025-22513/takes-of-marine-mammals-incidental-to-specified-activities-taking-marine-mammals-incidental-to,2025-22513
2025-12-11,"Commerce Department, National Oceanic and Atmospheric Administration",Notice,Agency Information Collection Activities; Submission to the Office of Management and Budget (OMB) for Review and Approval; Comment Request; User Needs Survey by the Space Weather Advisory Group,https://www.federalregister.gov/documents/2025/12/11/2025-22512/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-omb-for,2025-22512
2025-12-11,"Transportation Department, Federal Aviation Administration",Rule,"Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments",https://www.federalregister.gov/documents/2025/12/11/2025-22511/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures,2025-22511
2025-12-11,"Transportation Department, Federal Aviation Administration",Rule,"Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments",https://www.federalregister.gov/documents/2025/12/11/2025-22510/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures,2025-22510
2025-12-11,"Transportation Department, Federal Highway Administration",Notice,Notice of Final Federal Agency Actions on Proposed Transportation Project in Florida,https://www.federalregister.gov/documents/2025/12/11/2025-22509/notice-of-final-federal-agency-actions-on-proposed-transportation-project-in-florida,2025-22509
2025-12-11,"Transportation Department, Federal Highway Administration",Notice,Notice of Final Federal Agency Actions on Proposed Transportation Project in Florida,https://www.federalregister.gov/documents/2025/12/11/2025-22508/notice-of-final-federal-agency-actions-on-proposed-transportation-project-in-florida,2025-22508
2025-12-11,Committee for Purchase From People Who Are Blind or Severely Disabled,Notice,Procurement List; Proposed Additions and Deletions,https://www.federalregister.gov/documents/2025/12/11/2025-22507/procurement-list-proposed-additions-and-deletions,2025-22507
2025-12-11,"Transportation Department, Federal Highway Administration",Notice,Request for Information on Expediting Delivery of the American Legion Memorial Bridge,https://www.federalregister.gov/documents/2025/12/11/2025-22506/request-for-information-on-expediting-delivery-of-the-american-legion-memorial-bridge,2025-22506
2025-12-11,Housing and Urban Development Department,Notice,Privacy Act of 1974; System of Records,https://www.federalregister.gov/documents/2025/12/11/2025-22505/privacy-act-of-1974-system-of-records,2025-22505
2025-12-11,Surface Transportation Board,Notice,"Chicago, Central & Pacific Railroad Company-Amended Trackage Rights Exemption-Cedar River Railroad Company",https://www.federalregister.gov/documents/2025/12/11/2025-22504/chicago-central-and-pacific-railroad-company-amended-trackage-rights-exemption-cedar-river-railroad,2025-22504
2025-12-11,National Science Foundation,Notice,Sunshine Act Meetings,https://www.federalregister.gov/documents/2025/12/11/2025-22503/sunshine-act-meetings,2025-22503
2025-12-11,Surface Transportation Board,Notice,Iowa Northern Railway Company-Trackage Rights Exemption-Cedar River Railroad Company,https://www.federalregister.gov/documents/2025/12/11/2025-22502/iowa-northern-railway-company-trackage-rights-exemption-cedar-river-railroad-company,2025-22502
2025-12-11,"Transportation Department, Federal Aviation Administration",Rule,"Modification and Revocation of Class E Airspace; Hawaiian Islands, HI; Correction",https://www.federalregister.gov/documents/2025/12/11/2025-22501/modification-and-revocation-of-class-e-airspace-hawaiian-islands-hi-correction,2025-22501
2025-12-11,International Trade Commission,Notice,Float Glass Products From China and Malaysia; Revised Schedule for the Subject Proceeding,https://www.federalregister.gov/documents/2025/12/11/2025-22500/float-glass-products-from-china-and-malaysia-revised-schedule-for-the-subject-proceeding,2025-22500
2025-12-11,"Transportation Department, Federal Aviation Administration",Proposed Rule,"Establishment of Class E Airspace; Providence Seaside Hospital Heliport, Seaside, OR",https://www.federalregister.gov/documents/2025/12/11/2025-22499/establishment-of-class-e-airspace-providence-seaside-hospital-heliport-seaside-or,2025-22499
2025-12-11,Small Business Administration,Notice,Reporting and Recordkeeping Requirements Under OMB Review,https://www.federalregister.gov/documents/2025/12/11/2025-22498/reporting-and-recordkeeping-requirements-under-omb-review,2025-22498
2025-12-11,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/12/11/2025-22497/center-for-scientific-review-notice-of-closed-meetings,2025-22497
2025-12-11,"Justice Department, Drug Enforcement Administration",Rule,Schedules of Controlled Substances: Extension of Temporary Placement of CUMYL-PEGACLONE in Schedule I of the Controlled Substances Act,https://www.federalregister.gov/documents/2025/12/11/2025-22496/schedules-of-controlled-substances-extension-of-temporary-placement-of-cumyl-pegaclone-in-schedule-i,2025-22496
2025-12-11,"Justice Department, Drug Enforcement Administration",Proposed Rule,Schedules of Controlled Substances: Placement of CUMYL-PEGACLONE in Schedule I,https://www.federalregister.gov/documents/2025/12/11/2025-22495/schedules-of-controlled-substances-placement-of-cumyl-pegaclone-in-schedule-i,2025-22495
2025-12-11,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/12/11/2025-22494/center-for-scientific-review-notice-of-closed-meetings,2025-22494
2025-12-11,"Commerce Department, International Trade Administration",Notice,"Antidumping or Countervailing Duty Order, Finding, or Suspended Investigation; Advance Notification of Sunset Review",https://www.federalregister.gov/documents/2025/12/11/2025-22493/antidumping-or-countervailing-duty-order-finding-or-suspended-investigation-advance-notification-of,2025-22493
2025-12-11,"Commerce Department, Foreign-Trade Zones Board",Notice,"Foreign-Trade Zone 37; Application for Subzone; Oerlikon Metco (US) Inc.; Westbury, New York",https://www.federalregister.gov/documents/2025/12/11/2025-22492/foreign-trade-zone-37-application-for-subzone-oerlikon-metco-us-inc-westbury-new-york,2025-22492
2025-12-11,"Commerce Department, Foreign-Trade Zones Board",Notice,"Foreign-Trade Zone (FTZ) 075 Notification of Proposed Production Activity; Catalina Components Inc.; (Vehicle Parts); Chandler, Arizona",https://www.federalregister.gov/documents/2025/12/11/2025-22491/foreign-trade-zone-ftz-075-notification-of-proposed-production-activity-catalina-components-inc,2025-22491
2025-12-11,National Credit Union Administration,Proposed Rule,Guidance on Response Programs for Unauthorized Access to Member Information and Member Notice,https://www.federalregister.gov/documents/2025/12/11/2025-22490/guidance-on-response-programs-for-unauthorized-access-to-member-information-and-member-notice,2025-22490
2025-12-11,National Credit Union Administration,Proposed Rule,Guidelines for Safeguarding Member Information,https://www.federalregister.gov/documents/2025/12/11/2025-22489/guidelines-for-safeguarding-member-information,2025-22489
2025-12-11,National Credit Union Administration,Proposed Rule,Supervisory Committee Audits and Verifications,https://www.federalregister.gov/documents/2025/12/11/2025-22488/supervisory-committee-audits-and-verifications,2025-22488
2025-12-11,National Credit Union Administration,Proposed Rule,Corporate Credit Unions,https://www.federalregister.gov/documents/2025/12/11/2025-22487/corporate-credit-unions,2025-22487
2025-12-11,"Labor Department, Workers' Compensation Programs Office",Notice,"Proposed Extension Without Change of a Currently Approved Collection; Request for Intervention, Longshore and Harbor Workers' Compensation Act",https://www.federalregister.gov/documents/2025/12/11/2025-22486/proposed-extension-without-change-of-a-currently-approved-collection-request-for-intervention,2025-22486
2025-12-11,International Trade Commission,Notice,Electrolytic Manganese Dioxide From China; Revised Schedule for the Subject Proceeding,https://www.federalregister.gov/documents/2025/12/11/2025-22485/electrolytic-manganese-dioxide-from-china-revised-schedule-for-the-subject-proceeding,2025-22485
2025-12-11,Commodity Futures Trading Commission,Notice,"Agency Information Collection Activities: Notice of Intent To Extend Collection 3038-0025, Practice by Former Members and Employees of the Commission",https://www.federalregister.gov/documents/2025/12/11/2025-22484/agency-information-collection-activities-notice-of-intent-to-extend-collection-3038-0025-practice-by,2025-22484
2025-12-11,International Trade Commission,Notice,Nonfat Milk Solids: Competitive Conditions for the United States and Major Foreign Suppliers,https://www.federalregister.gov/documents/2025/12/11/2025-22483/nonfat-milk-solids-competitive-conditions-for-the-united-states-and-major-foreign-suppliers,2025-22483
2025-12-11,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Notice,Agency Information Collection Activities: Submission for OMB Review; Comment Request,https://www.federalregister.gov/documents/2025/12/11/2025-22482/agency-information-collection-activities-submission-for-omb-review-comment-request,2025-22482
2025-12-11,"Treasury Department, Comptroller of the Currency, Federal Reserve System, Federal Deposit Insurance Corporation",Notice,Proposed Agency Information Collection Activities; Comment Request,https://www.federalregister.gov/documents/2025/12/11/2025-22481/proposed-agency-information-collection-activities-comment-request,2025-22481
2025-12-11,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Notice,Agency Information Collection Activities: Proposed Collection; Comment Request,https://www.federalregister.gov/documents/2025/12/11/2025-22478/agency-information-collection-activities-proposed-collection-comment-request,2025-22478
2025-12-11,Nuclear Regulatory Commission,Notice,"Information Collection: NRC Form 748, National Source Tracking System Report",https://www.federalregister.gov/documents/2025/12/11/2025-22477/information-collection-nrc-form-748-national-source-tracking-system-report,2025-22477
2025-12-11,Nuclear Regulatory Commission,Notice,"Information Collection: NRC Form 327, Special Nuclear Material (SNM) and Source Material (SM) Physical Inventory Summary Report, and NUREG/BR-0096, Instructions and Guidance for Completing Physical Inventory",https://www.federalregister.gov/documents/2025/12/11/2025-22476/information-collection-nrc-form-327-special-nuclear-material-snm-and-source-material-sm-physical,2025-22476
2025-12-11,Nuclear Regulatory Commission,Notice,"Information Collection: NRC Form 237, Request for Access Authorization",https://www.federalregister.gov/documents/2025/12/11/2025-22475/information-collection-nrc-form-237-request-for-access-authorization,2025-22475
2025-12-11,Nuclear Regulatory Commission,Notice,"Information Collection: NRC Form 314, Certificate of Disposition of Materials",https://www.federalregister.gov/documents/2025/12/11/2025-22474/information-collection-nrc-form-314-certificate-of-disposition-of-materials,2025-22474
2025-12-11,Nuclear Regulatory Commission,Notice,"Information Collection: NRC Form 790, Classification Record",https://www.federalregister.gov/documents/2025/12/11/2025-22473/information-collection-nrc-form-790-classification-record,2025-22473
2025-12-11,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Long-Term Stock Exchange, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Adopt a Co-Lead Incentive",https://www.federalregister.gov/documents/2025/12/11/2025-22472/self-regulatory-organizations-long-term-stock-exchange-inc-notice-of-filing-and-immediate,2025-22472
2025-12-11,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Nasdaq PHLX LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Phlx Options 7, Section 4",https://www.federalregister.gov/documents/2025/12/11/2025-22471/self-regulatory-organizations-nasdaq-phlx-llc-notice-of-filing-and-immediate-effectiveness-of,2025-22471
2025-12-11,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change to NOM Options 7, Section 2",https://www.federalregister.gov/documents/2025/12/11/2025-22470/self-regulatory-organizations-the-nasdaq-stock-market-llc-notice-of-filing-and-immediate,2025-22470
