국가,기관,ICT 분류,발행일,제목,원문,링크,수집일
스웨덴,Enterprise,기타 ICT 일반,2025-04-15,경제를 지원하고 보안을 강화하는 봄 예산,A Spring Budget that supports the economy and increases security,https://www.government.se/press-releases/2025/04/a-spring-budget-that-supports-the-economy-and-increases-security/,2026-02-04
스웨덴,Finance,4-1. 이동수단 및 항공,2024-04-30,스웨덴의 중동 및 북아프리카 지역 개발 협력 전략(2024~2027),Strategy for Sweden’s regional development cooperation with the Middle East and North Africa 2024–2027,https://www.government.se/international-development-cooperation-strategies/2024/04/strategy-for-swedens-regional-development-cooperation-with-the-middle-east-and-north-africa-20242027/,2026-02-04
스웨덴,Finance,기타 ICT 일반,2025-01-12,인민국방연차총회 외교부장관 연설,Speech by Minister For Foreign Affairs at the Folk och Försvar Annual National Conference,https://government.se/speeches/2025/01/speech-by-minister-for-foreign-affairs-at-the-folk-och-forsvar-annual-national-conference/,2026-02-04
스웨덴,Finance,2-3. 정책 및 거버넌스,2025-02-11,"마리아 말머 스테너가르트(Maria Malmer Stenergard), 2025년 외교 정책 성명 발표",Maria Malmer Stenergard to present 2025 Statement of Foreign Policy,https://government.se/press-releases/2025/02/maria-malmer-stenergard-to-present-2025-statement-of-foreign-policy/,2026-02-04
스웨덴,Finance,4-1. 이동수단 및 항공,2025-09-03,"국제개발협력부 장관, 기업·단체 초청 EU 신단일시장 전략 논의",Minister for International Development Cooperation and Foreign Trade invites businesses and organisations to discuss the EU’s new single market strategy,https://www.government.se/press-releases/2025/09/minister-for-international-development-cooperation-and-foreign-trade-invites-businesses-and-organisations-to-discuss-the-eus-new-single-market-strategy/,2026-02-04
스웨덴,Finance,기타 ICT 일반,2026-01-12,2026년 학회 및 국방연차 전국회의에서 외교부장관 연설,Speech by the Minister for Foreign Affairs at The Society and Defence Annual National Conference 2026,https://www.government.se/speeches/2026/01/speech-by-the-minister-for-foreign-affairs-at-the-society-and-defence-annual-national-conference-2026/,2026-02-04
스위스,OFCOM,2-3. 정책 및 거버넌스,2024-03-11,스위스의 디지털 거버넌스 및 인공 지능을 위한 Plateforme Tripartite,The Plateforme Tripartite for digital governance and artificial intelligence in Switzerland,https://www.bakom.admin.ch/en/the-plateforme-tripartite-for-digital-governance-and-artificial-intelligence-in-switzerland,2026-02-04
스위스,OFCOM,2-2. 통신 인프라 및 단말기,2024-11-19,전력선 통신(PLC),Powerline Communications (PLC),https://www.bakom.admin.ch/en/powerline-communications-plc-4,2026-02-04
스위스,OFCOM,기타 ICT 일반,2025-02-12,일체 포함,AI,https://www.bakom.admin.ch/en/ai-guidelines,2026-02-04
스위스,OFCOM,기타 ICT 일반,2025-06-25,"스위스, 2027년 인공지능 글로벌 정상회담 개최",Switzerland to host a global summit on artificial intelligence in 2027,https://www.bakom.admin.ch/en/newnsb/qewY8BHWPhcMQEYV12fkr,2026-02-04
스위스,OFCOM,2-3. 정책 및 거버넌스,2025-10-10,fög(2024) 저널리즘에서의 AI 거버넌스,fög (2024) Governance of AI in journalism,https://www.bakom.admin.ch/dam/en/sd-web/DKkrNPrXu9nK/governance-von-ki-im-journalismus-zusammenfassung.pdf,2026-02-04
스위스,WBF,4-2. 에너지 및 자원,2024-11-07,생산적이고 지속가능한 농업,Productive and sustainable agriculture,https://www.wbf.admin.ch/en/productive-and-sustainable-agriculture,2026-02-04
스위스,WBF,2-3. 정책 및 거버넌스,2025-01-20,연방 의회의 우선 정책으로서의 연구,Research as a priority policy of the Federal Council,https://www.wbf.admin.ch/en/research-as-a-priority-policy-of-the-federal-council,2026-02-04
스위스,WBF,1-1. 인프라 및 네트워크,2025-06-23,노르웨이 EFTA 각료회의: 자유 무역 정책 전망에 초점,EFTA Ministerial Conference in Norway: free trade policy outlook in focus,https://www.wbf.admin.ch/en/newnsb/tmbkEaJo15LIQv-fFBQgC,2026-02-04
스위스,WBF,기타 ICT 일반,2025-09-25,Guy Parmelin 연방 의원이 싱가포르와 디지털 경제 협약을 체결했습니다.,Federal Councillor Guy Parmelin signs digital economy agreement with Singapore,https://www.wbf.admin.ch/en/newnsb/uOqLXUeRDpydWK9h8yFvY,2026-02-04
스위스,WBF,4-1. 이동수단 및 항공,2026-01-28,AI 서밋 2027: 스위스는 이벤트 개최 의지를 나타냄,AI Summit 2027: Switzerland indicates willingness to host event,https://www.wbf.admin.ch/en/newnsb/fVHic4Zdu8Sd1ZLKT3X6g,2026-02-04
싱가포르,IMDA,기타 ICT 일반,2026-01-15,디지털 연결 중단 시 해야 할 일,What to do during a Digital Connectivity Disruption,https://www.imda.gov.sg/user-and-set-up-guides/mobile-and-broadband/what-to-do-during-a-digital-connectivity-disruption,2026-02-04
싱가포르,IMDA,2-3. 정책 및 거버넌스,2026-01-19,에이전트 AI를 위한 모델 AI 거버넌스 프레임워크,MODEL AI GOVERNANCE FRAMEWORK FOR AGENTIC AI,https://www.imda.gov.sg/-/media/imda/files/about/emerging-tech-and-research/artificial-intelligence/mgf-for-agentic-ai.pdf,2026-02-04
싱가포르,IMDA,4-2. 에너지 및 자원,2026-01-22,"IMDA, 새로운 실용적인 리소스로 기업의 디지털 지속 가능성 채택을 단순화",IMDA Simplifies Digital Sustainability Adoption for Businesses with New Practical Resources,https://www.imda.gov.sg/resources/press-releases-factsheets-and-speeches/press-releases/2026/imda-simplifies-digital-sustainability-adoption-for-businesses-with-new-practical-resources,2026-02-04
싱가포르,IMDA,2-3. 정책 및 거버넌스,2026-01-22,"싱가포르, Agentic AI를 위한 새로운 모델 AI 거버넌스 프레임워크 출시",Singapore Launches New Model AI Governance Framework for Agentic AI,https://www.imda.gov.sg/resources/press-releases-factsheets-and-speeches/press-releases/2026/new-model-ai-governance-framework-for-agentic-ai,2026-02-04
싱가포르,IMDA,기타 ICT 일반,2026-01-22,기술 향상을 통해 AI 혁신을 촉진하는 방법,How Upskilling Talent Powers AI Transformation,https://www.imda.gov.sg/resources/blog/blog-articles/2026/01/how-upskilling-talent-powers-ai-transformation,2026-02-04
싱가포르,MDDI,3-3. 플랫폼 및 권리,2025-12-01,유럽연합 제2차 회의 공동성명 – 싱가포르 디지털 파트너십 협의회,Joint Statement of the Second Meeting of the European Union – Singapore Digital Partnership Council,https://www.mddi.gov.sg/newsroom/joint-statement-of-the-second-meeting-of-the-european-union---singapore-digital-partnership-council,2026-02-04
싱가포르,MDDI,2-1. IT 솔루션 및 서비스,2026-01-22,중소기업협회(ASME) AI 페스티벌 아시아 2026에서 MOS Jasmin Lau의 개회사,Opening Address by MOS Jasmin Lau at the Association of Small and Medium Enterprises (ASME)’s AI Festival Asia 2026,https://www.mddi.gov.sg/newsroom/opening-address-by-mos-jasmin-lau-at-the-association-of-small-and-medium-enterprises--asme--s-ai-festival-asia-2026/,2026-02-04
싱가포르,MDDI,기타 ICT 일반,2026-01-22,SMS Tan Kiat의 개회사 SCS 지속 가능 기술 포럼 2026 방법,Opening Address By SMS Tan Kiat How For SCS Sustainable Tech Forum 2026,https://www.mddi.gov.sg/newsroom/opening-address-by-sms-tan-kiat-how-for-scs-sustainable-tech-forum-2026/,2026-02-04
싱가포르,MDDI,4-1. 이동수단 및 항공,2026-01-24,싱가포르는 AI 연구 역량과 글로벌 AI 허브로서의 입지를 강화하기 위해 국가 AI 연구 개발 계획에 10억 싱가포르 달러 이상을 투자합니다.,Singapore Invests Over S$1 billion in National AI Research and Development Plan to Strengthen AI Research Capabilities and Our Position as Global AI Hub,https://www.mddi.gov.sg/newsroom/singapore-invests-over-s-1-billion-in-national-ai-research-and-development-plan-to-strengthen-ai-research-capabilities-and-our-position-as-global-ai-hub/,2026-02-04
싱가포르,MDDI,기타 ICT 일반,2026-01-24,싱가포르 AI 연구 주간 갈라 디너에서 Josephine Teo 장관의 개회사,Opening Remarks by Minister Josephine Teo at Singapore AI Research Week Gala Dinner,https://www.mddi.gov.sg/newsroom/opening-remarks-by-minister-josephine-teo-at-singapore-ai-research-week-gala-dinner/,2026-02-04
아일랜드,DECC,기타 ICT 일반,2026-01-02,OpenAI가 디지털 포용을 위한 국가 헌장에 서명함에 따라 Smyth 장관은 디지털 포용 추진을 강화합니다.,Minister Smyth strengthens digital inclusion drive as OpenAI signs National Charter for Digital Inclusion,https://www.gov.ie/en/department-of-enterprise-tourism-and-employment/press-releases/minister-smyth-strengthens-digital-inclusion-drive-as-openai-signs-national-charter-for-digital-inclusion/,2026-02-04
아일랜드,DECC,기타 ICT 일반,2026-01-15,AI가 생성한 노골적인 이미지에 관한 진술,Statement regarding AI-generated explicit images,https://enterprise.gov.ie/en/news-and-events/department-news/2026/january/20260115.html,2026-02-04
아일랜드,DECC,기타 ICT 일반,2026-01-16,AI가 생성한 노골적인 이미지에 관한 X와의 만남 후 성명,Statement following meeting with X regarding AI generated explicit images,https://enterprise.gov.ie/en/news-and-events/department-news/2026/january/202616011.html,2026-02-04
아일랜드,DECC,기타 ICT 일반,2026-01-16,Smyth 장관은 AI가 생성한 비동의 친밀한 이미지에 관한 AI 자문위원회의 조언을 환영합니다.,Minister Smyth welcomes advice from AI Advisory Council regarding AI-generated non-consensual intimate images,https://enterprise.gov.ie/en/news-and-events/department-news/2026/january/202601162.html,2026-02-04
아일랜드,DECC,1-1. 인프라 및 네트워크,2026-01-21,2026년 ICT 인프라 보조금 제도,Grant Scheme for ICT Infrastructure 2026,https://www.gov.ie/en/department-of-education/circulars/grant-scheme-for-ict-infrastructure-2026/,2026-02-04
아일랜드,DETE,2-3. 정책 및 거버넌스,2024-05-07,EU 디지털 10년 정책 프로그램을 위한 아일랜드의 국가 전략 로드맵,Ireland’s National Strategic Roadmap for the EU Digital Decade Policy Programme,https://enterprise.gov.ie/en/publications/irelands-national-strategic-roadmap-for-the-eu-digital-decade-policy-programme.html,2026-02-04
아일랜드,DETE,4-1. 이동수단 및 항공,2024-07-31,Grow Digital – 모든 비즈니스를 위한 디지털 툴킷,Grow Digital – a digital toolkit for every business,https://enterprise.gov.ie/en/what-we-do/supports-for-smes/digital-transformation/grow-digital/,2026-02-04
아일랜드,DETE,기타 ICT 일반,2024-12-10,디지털창의산업포럼,Digital Creative Industries Forum,https://enterprise.gov.ie/en/publications/publication-files/minutes-digital-creative-industries-forum-10-december-2024.pdf,2026-02-04
아일랜드,DETE,기타 ICT 일반,2025-10-17,아일랜드 AI 및 디지털 장관 Niamh Smyth가 포르투갈 리스본에서 열린 D9+ 장관 회의에 아일랜드 대표단을 이끌고 있습니다.,"Ireland’s AI and Digital Minister Niamh Smyth leads Irish delegation to the D9+ Ministerial Meeting in Lisbon, Portugal",https://enterprise.gov.ie/en/news-and-events/department-news/2025/october/20251017.html,2026-02-04
아일랜드,DETE,2-3. 정책 및 거버넌스,2025-12-06,대통령직 정책관(임시) 소책자,Presidency Policy Officer (Temporary) Booklet,https://enterprise.gov.ie/en/news-and-events/public-notices/presidency-policy-officer-temporary-booklet.pdf,2026-02-04
영국,DBT,기타 ICT 일반,2026-01-29,AI 기회 실행 계획: 1년 후,AI Opportunities Action Plan: One Year On,https://www.gov.uk/government/publications/ai-opportunities-action-plan-one-year-on,2026-02-04
영국,DBT,2-3. 정책 및 거버넌스,2026-02-02,사회 주택 규제 기관은 2026년 임대료 기준을 발표합니다.,Regulator of Social Housing publishes the Rent Standard 2026,https://www.gov.uk/government/news/regulator-of-social-housing-publishes-the-rent-standard-2026,2026-02-04
영국,DBT,2-3. 정책 및 거버넌스,2026-02-02,드롭인을 방문하여 제안된 사회주택 정책 변경에 대해 의견을 들어보세요.,Visit a drop in to have you say on proposed social housing policy change.,https://www.nelincs.gov.uk/visit-a-drop-in-to-have-you-say-on-proposed-social-housing-policy-change/,2026-02-04
영국,DBT,기타 ICT 일반,2026-02-03,기술 장관: Barnsley는 영국 최초의 기술 타운으로 길을 개척할 수 있습니다,Tech Secretary: Barnsley can blaze a trail as UK's first Tech Town,https://www.gov.uk/government/news/tech-secretary-barnsley-can-blaze-a-trail-as-uks-first-tech-town,2026-02-04
영국,DBT,기타 ICT 일반,2026-02-03,채용 과정에서 AI를 활용하는 지원자를 위한 지침,Guidance for candidates using AI during the recruitment process,https://www.barnet.gov.uk/jobs-training-and-skills/barnet-council-jobs/recruitment-tips-and-advice/guidance-candidates-using,2026-02-04
영국,DSIT,3-2. 광고 및 교육,2026-01-28,"2030년까지 1,000만 명의 근로자에게 핵심 AI 기술을 제공하기 위해 정부 및 산업 프로그램이 확대됨에 따라 모든 사람을 위한 무료 AI 교육","Free AI training for all, as government and industry programme expands to provide 10 million workers with key AI skills by 2030",https://www.gov.uk/government/news/free-ai-training-for-all-as-government-and-industry-programme-expands-to-provide-10-million-workers-with-key-ai-skills-by-2030,2026-02-04
영국,DSIT,2-3. 정책 및 거버넌스,2026-01-29,국가 계획 정책 프레임워크: 계획 시스템에 대한 개혁 및 기타 변경 제안,National Planning Policy Framework: proposed reforms and other changes to the planning system,https://www.gov.uk/government/consultations/national-planning-policy-framework-proposed-reforms-and-other-changes-to-the-planning-system/national-planning-policy-framework-proposed-reforms-and-other-changes-to-the-planning-system,2026-02-04
영국,DSIT,1-2. 지능형 플랫폼 및 데이터,2026-02-02,API 또는 이메일을 통해 최신 연료 가격과 앞마당 데이터에 액세스하세요.,Access the latest fuel prices and forecourt data via API or email,https://www.gov.uk/guidance/access-the-latest-fuel-prices-and-forecourt-data-via-api-or-email,2026-02-04
영국,DSIT,2-3. 정책 및 거버넌스,2026-02-02,디지털 폐기물 추적 헬프데스크: 개인정보 보호정책,Digital waste tracking helpdesk: privacy notice,https://www.gov.uk/government/publications/digital-waste-tracking-helpdesk-privacy-notice,2026-02-04
영국,DSIT,1-3. 산업 융합 및 미래 기술,2026-02-03,셀라필드에서 최초로 시험된 새로운 로봇 면봉 기술,New robot swabbing technology trialled for the first time at Sellafield,https://www.gov.uk/government/news/new-robot-swabbing-technology-trialled-for-the-first-time-at-sellafield,2026-02-04
오스트리아,BMF,기타 ICT 일반,2024-01-03,브루너: 재무부가 2024년 구호 조치에 관한 정보 캠페인을 시작합니다.,Brunner: Ministry of Finance launches information campaign on relief measures for 2024,https://www.bmf.gv.at/en/press/press-releases/2024--New/January-2024/informationskampagne-entlastungsmassnahmen.html,2026-02-04
오스트리아,BMF,기타 ICT 일반,2024-10-01,오스트리아 청소년 전략,Austrian Youth Strategy,https://www.bmf.gv.at/en/the-ministry/Austrian-Youth-Strategy.html,2026-02-04
오스트리아,BMF,2-2. 통신 인프라 및 단말기,2024-10-01,통신사무실,Telecommunication office,https://www.bmf.gv.at/en/the-ministry/internal-organisation/Telecommunication-Office.html,2026-02-04
오스트리아,BMF,기타 ICT 일반,2025-08-06,사이버보안 연구 Kybernet-Pass (K-PASS),Cybersecurity Research Kybernet-Pass (K-PASS),https://www.bmf.gv.at/en/topics/security-and-technology/Cybersecurity-Research-Kybernet-Pass-%28K-PASS%29.html,2026-02-04
오스트리아,BMF,1-2. 지능형 플랫폼 및 데이터,2025-12-18,현재 경제 데이터,Current Economic Data,https://www.bmf.gv.at/en/topics/budget-economic-policy/economic-policy-austria/current-economic-data-austria.html,2026-02-04
이스라엘,Economy,기타 ICT 일반,2024-12-16,이스라엘 AML 기술의 부상: 혁신을 통한 금융 범죄 퇴치,The Rise of Israeli AML Technology: Fighting Financial Crimes with Innovation,https://itrade.gov.il/ghana/2024/12/16/the-rise-of-israeli-aml-technology-fighting-financial-crimes-with-innovation/,2026-02-04
이스라엘,Economy,기타 ICT 일반,2025-02-12,디지털 자산,Digital Assets,https://www.gov.il/en/departments/topics/income-tax-digital-assets/govil-landing-page,2026-02-04
이스라엘,Economy,2-3. 정책 및 거버넌스,2025-03-03,외교정책 및 공공외교 소위원회 MK 투르파즈(MK Turpaz) 위원장: 가자지구에 대한 인도주의적 지원 중단 결정에는 공공외교가 동반되어야 했습니다,Subcommittee for Foreign Policy and Public Diplomacy Chair MK Turpaz: Decision to halt humanitarian aid to Gaza should have been accompanied by public diplomacy,https://m.knesset.gov.il/en/news/pressreleases/pages/press3325q.aspx,2026-02-04
이스라엘,Economy,기타 ICT 일반,2025-04-22,Via: 스마트 기술로 대중교통을 변화시키다,Via: Transforming Public Transit with Smart Technology,https://itrade.gov.il/usa/via-transforming-public-transit-with-smart-technology/,2026-02-04
이스라엘,Economy,기타 ICT 일반,2025-08-07,메라브 페레츠 벨린스키 이스라엘 국립 디지털 에이전시,Merav Peretz Belinsky Israel National Digital Agency,https://www.gov.il/en/pages/meravperetzbelinsky,2026-02-04
이스라엘,IIA,기타 ICT 일반,2024-12-15,AI 전문가를 이스라엘로 데려오기,Bringing AI Experts to Israel,https://innovationisrael.org.il/en/press_release/attracting-foreign-ai-talent/,2026-02-04
이스라엘,IIA,1-1. 인프라 및 네트워크,2025-12-16,"이스라엘, AI 기반 건강 및 농업 혁신의 차세대 물결을 뒷받침할 국가 데이터 인프라 공개",Israel Unveils National Data Infrastructure to Power the Next Wave of AI-Driven Health and Agriculture Innovation,https://innovationisrael.org.il/en/press_release/national-data-repositories/,2026-02-04
이스라엘,IIA,기타 ICT 일반,2026-01-05,이스라엘 – 인도(I4F) 2026년 전략적 제안 요청,Israel – India (I4F) Strategic Call for Proposals 2026,https://innovationisrael.org.il/en/calls_for_proposal/israel-india-strategic-i4f-2026/,2026-02-04
이스라엘,IIA,기타 ICT 일반,2026-01-29,고용주 설문 조사에 따르면 AI는 하이테크에 깊이 내장되어 있지만 고용에 미치는 영향은 제한적입니다.,"Employer Survey Finds AI Deeply Embedded in High-tech, While Employment Impact Remains Limited",https://innovationisrael.org.il/en/press_release/employers-survey-report-2026/,2026-02-04
이스라엘,IIA,기타 ICT 일반,2026-02-01,파트너 검색: HORIZON-CL2-2026-01-TRANSFO-04: 학교 외부의 디지털 도구 사용과 온라인 커뮤니케이션에 미치는 영향,PARTNER SEARCH: HORIZON-CL2-2026-01-TRANSFO-04: The impact of the use of digital tools outside school and for communication on e,https://innovationisrael.org.il/iserd/wp-content/uploads/sites/5/2026/01/Partner-Search-Horizon-TRANSFO-04-use-of-digital-tools-outside-school-and-for-communication.pdf,2026-02-04
이스라엘,MoC,2-3. 정책 및 거버넌스,2025-11-23,통화정책 분석(요약),Analysis of Monetary Policy (Abstract),https://main.knesset.gov.il/EN/activity/mmm/Analysis%20of%20Monetary%20Policy%20(Abstract).pdf,2026-02-04
이스라엘,MoC,기타 ICT 일반,2026-01-08,새로운 업데이트 |중국 디지털 입국 카드(CDAC),New Update | China’s Digital Arrival Card (CDAC),https://embassies.gov.il/beijing/en/announcements/new-update-chinas-digital-arrival-card-cdac-08-01-2026,2026-02-04
이스라엘,MoC,2-3. 정책 및 거버넌스,2026-01-25,"외교정책 및 공공외교 소위원회에서는 가자 지구의 경제 시스템을 논의합니다.MK 투르파즈(MK Turpaz) 의장: ""우리는 가자 지구에서 새롭고 매우 문제가 많은 현실에 직면해 있습니다.""","Subcommittee for Foreign Policy and Public Diplomacy discusses economic system in Gaza. MK Turpaz, chair: ""We are in a new and very problematic reality in the Gaza""",https://main.knesset.gov.il/EN/News/PressReleases/Pages/press25126q.aspx,2026-02-04
이스라엘,MoC,기타 ICT 일반,2026-01-27,4000613499 |LIV형 AI 시스템 구매,4000613499 | רכש מערכת ה-AI מסוג LIV,https://mr.gov.il/ilgstorefront/en/p/4000613499,2026-02-04
이스라엘,MoC,2-3. 정책 및 거버넌스,2026-02-01,외교정책 및 공공외교 분과위원회,Subcommittee for Foreign Policy and Public Diplomacy,https://main.knesset.gov.il/en/apps/committees/3729,2026-02-04
일본,METI,2-3. 정책 및 거버넌스,2024-04-24,산업구조심의회 무역위원회 산하 안보수출통제정책분과위원회 잠정보고,Interim Report of the Subcommittee on Security Export Control Policy under the Trade Committee of the Industrial Structure Council,https://www.meti.go.jp/english/press/2024/0424_004.html,2026-02-04
일본,METI,3-3. 플랫폼 및 권리,2025-05-12,"1 유럽연합 제3차 회의 공동성명 - 일본 디지털 파트너십 협의회, 2025년 5월 12일, 도쿄","1 Joint Statement of the third meeting of the European Union – Japan Digital Partnership Council 12 May 2025, Tokyo",https://www.meti.go.jp/press/2025/05/20250513003/20250513003-1r.pdf,2026-02-04
일본,METI,기타 ICT 일반,2025-09-29,"디지털 경제 실무그룹 의장 성명서 남아프리카 케이프타운, 2025년 9월 29일","DIGITAL ECONOMY WORKING GROUP CHAIR’S STATEMENT CAPE TOWN, SOUTH AFRICA 29 SEPTEMBER 2025",https://www.meti.go.jp/press/2025/10/20251003003/20251003003-a.pdf,2026-02-04
일본,METI,2-2. 통신 인프라 및 단말기,2025-10-24,반도체 장치 공장에 대한 OT 보안 지침,OT Security Guidelines for Semiconductor Device Factories,https://www.meti.go.jp/policy/netsecurity/wg1/semiconductor_systems_guideline_ver1.0_eng.pdf,2026-02-04
일본,METI,3-3. 플랫폼 및 권리,2026-01-30,번호 기관(일본측) 기관(사우디측) 제목 설명(가역),No. Entity (Japan side) Entity (Saudi side) Title Description (Provisional Translation),https://www.meti.go.jp/english/press/2026/pdf/0115_001a.pdf,2026-02-04
일본,MIC,기타 ICT 일반,2024-04-19,일본 지방정부의 디지털 기술 혁신으로 인한 TAPE 개념의 변화:,Changes in the TAPE Concepts due to Digital Technology Innovations in Japan’s Local Governments:,https://www.soumu.go.jp/main_content/001045108.pdf,2026-02-04
일본,MIC,기타 ICT 일반,2025-12-10,ICT × 일본,ICT × Japan,https://www.soumu.go.jp/main_sosiki/joho_tsusin/eng/newsletter/pdf/vol36/no11.pdf,2026-02-04
일본,MIC,기타 ICT 일반,2025-12-22,제9회 자동번역심포지엄 AI번역으로 일본을 세계로,The 9th Automatic Translation Symposium: Bringing Japan to the World through AI Translation,https://www.soumu.go.jp/main_sosiki/joho_tsusin/eng/pressrelease/2025/12/22_1.html,2026-02-04
일본,MIC,기타 ICT 일반,2025-12-26,디지털시대의 방송시스템 연구회 산하 위성방송 실무그룹 2차 요약(이하 '2차 요약') 및 의견수렴 결과 공표,"Publication of the Second Summary of the Working Group on Satellite Broadcasting under the Study Group on Broadcasting Systems in the Digital Age (hereinafter the ""Second Summary"") and the Results of Solicitation for Opinions",https://www.soumu.go.jp/main_sosiki/joho_tsusin/eng/pressrelease/2025/12/26_3.html,2026-02-04
일본,MIC,2-3. 정책 및 거버넌스,2026-01-20,2026년 1월 |보도자료 |마이크 ICT 정책,2026 January | Press Release | MIC ICT Policy,https://www.soumu.go.jp/main_sosiki/joho_tsusin/eng/pressrelease/2026/1/index.html,2026-02-04
일본,디지털청,2-1. IT 솔루션 및 서비스,2024-03-07,일본 웹사이트 방문 |디지털 에이전시 서비스,Visit Japan Web | Digital Agency Services,https://services.digital.go.jp/en/visit-japan-web/,2026-02-04
일본,디지털청,기타 ICT 일반,2026-01-23,시코쿠 공동 창작 PF 캠프 - 지자체의 AI 사례를 다른 곳에서는 어떻게 활용할 수 있을까?에드.,Co-creation PF Camp in Shikoku-How can local governments' AI cases be used elsewhere? Ed.,https://www.digital.go.jp/en/news/7ebc54d1-2ee0-4fe2-a4c5-d597ca2a926d,2026-02-04
일본,디지털청,기타 ICT 일반,2026-01-23,"마츠모토 디지털 혁신부 장관, 2026년 세계경제포럼 연차총회 참석",Minister for Digital Transformation Matsumoto attended the World Economic Forum Annual Meeting 2026,https://www.digital.go.jp/en/news/d531c4f0-5f83-42f0-8059-ceb7c68cc22c,2026-02-04
일본,디지털청,1-1. 인프라 및 네트워크,2026-01-28,지자체 미션 크리티컬 시스템 통일·표준화 시 데이터 요구사항 및 연계 요구사항 표준사양 업데이트 지원업무(2026년도)│디지털 에이전시,Support work for updating standard specifications for data requirements and linkage requirements in the unification and standardization of mission-critical systems for local governments (FY 2026)｜Digital Agency,https://www.digital.go.jp/en/procurement/c089fc84-8a58-4854-98de-426229726d84,2026-02-04
일본,디지털청,기타 ICT 일반,2026-02-02,영어 번역 진행 중 | 디지털 에이전시,English Translation in Progress｜Digital Agency,https://www.digital.go.jp/en/policies/digital_human_resources/award,2026-02-04
중국,CAC,4-1. 이동수단 및 항공,2024-04-03,2024 중국-아프리카 인터넷 개발 및 협력 포럼 의장의 중국-아프리카 AI 협력에 관한 성명,2024 China-Africa Internet Development and Cooperation Forum Chair´s Statement on China-Africa Cooperation on AI,https://www.cac.gov.cn/2024-04/03/c_1713731793842754.htm,2026-02-04
중국,CAC,4-1. 이동수단 및 항공,2024-11-22,2024 글로벌 개발 이니셔티브 디지털 협력 포럼 의장 성명서,Chair´s Statement of Global Development Initiative Digital Cooperation Forum 2024,https://www.cac.gov.cn/2024-11/21/c_1733794921066666.htm,2026-02-04
중국,CAC,기타 ICT 일반,2025-11-08,GDIDigitalInclusionActionInitiative_중앙사이버보안정보기술위원회 사무국,GDIDigitalInclusionActionInitiative_中央网络安全和信息化委员会办公室,https://www.cac.gov.cn/2025-11/08/c_1764241587675066.htm,2026-02-04
중국,CAC,2-3. 정책 및 거버넌스,2025-12-04,디지털 거버넌스에 대한 중국-아세안 협력 심화를 위한 중국의 이니셔티브,China's Initiative on Deepening China-ASEAN Cooperation on Digital Governance,https://www.cac.gov.cn/2025-12/04/c_1766577618173846.htm,2026-02-04
캐나다,ISED,기타 ICT 일반,2026-01-08,산업기술혁신부 장관이 산업기술상임위원회(INDU)에 출석,"Appearance before the Standing Committee on Industry and Technology (INDU) by the Minister of Innovation, Science and Industry",https://ised-isde.canada.ca/site/transparency/en/parliamentary-committee-briefing-materials/may-8-2024-appearance-standing-committee-industry-and-technology-indu-minister-innovation-science,2026-02-04
캐나다,ISED,기타 ICT 일반,2026-01-14,청소년 프로그램을 위한 디지털 기술,Digital Skills for Youth Program,https://ised-isde.canada.ca/site/ised/en/programs-and-initiatives/digital-skills-youth-program,2026-02-04
캐나다,ISED,1-2. 지능형 플랫폼 및 데이터,2026-01-15,대규모 주권 AI 데이터 센터 활성화,Enabling large-scale sovereign AI data centres,https://ised-isde.canada.ca/site/ised/en/enabling-large-scale-sovereign-ai-data-centres,2026-02-04
캐나다,ISED,기타 ICT 일반,2026-01-19,국방기술 및 지적재산권,Defence technology and intellectual property,https://ised-isde.canada.ca/site/canadian-intellectual-property-office/en/defence-technology-and-intellectual-property,2026-02-04
캐나다,ISED,기타 ICT 일반,2026-02-02,캐나다의 다음 AI 전략에 대한 참여: 의견 요약,Engagements on Canada’s next AI Strategy: Summary of inputs,https://ised-isde.canada.ca/site/ised/en/public-consultations/engagements-canadas-next-ai-strategy-summary-inputs,2026-02-04
캐나다,TBS,3-3. 플랫폼 및 권리,2025-11-04,이민과 시민권,Immigration and citizenship,https://www.canada.ca/en/services/immigration-citizenship.html,2026-02-04
캐나다,TBS,3-3. 플랫폼 및 권리,2025-11-19,"캐나다 이민, 난민 및 시민권","Immigration, Refugees and Citizenship Canada",https://www.canada.ca/en/immigration-refugees-citizenship.html,2026-02-04
캐나다,TBS,3-3. 플랫폼 및 권리,2025-12-15,2025년 시민권 규정 변경,Change to citizenship rules in 2025,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship/act-changes/rules-2025.html,2026-02-04
캐나다,TBS,기타 ICT 일반,2026-01-05,캐나다 글로벌 어페어(Global Affairs Canada),Global Affairs Canada,https://international.canada.ca/en/global-affairs,2026-02-04
캐나다,TBS,2-3. 정책 및 거버넌스,2026-01-14,예약 정책,Reservation policies,https://parks.canada.ca/termes-terms/reservation,2026-02-04
프랑스,Bercy,2-3. 정책 및 거버넌스,2024-03-12,"Trésor-Economics No. 340(2024년 3월), ""유로 지역 및 미국의 통화 정책 구현""","Trésor-Economics No. 340 (March 2024), ""Implementation of Monetary Policy in the Euro Area and the United States""",https://www.tresor.economie.gouv.fr/Articles/ceda4e25-8ef9-4723-b486-1bfdeb8db451/files/66e0eddb-fe84-4655-8860-dfa88da9a9af,2026-02-04
