국가,기관,발행일,제목,원문,링크,수집일
미국,DOC,2024-11-19,"CHIPS for America는 노스캐롤라이나에 본사를 둔 CHIPS Manufacturing USA Institute for Digital Twins에 대해 2억 8,500만 달러의 새로운 상금 제안을 발표했습니다.","CHIPS for America Announces New Proposed $285 Million Award for CHIPS Manufacturing USA Institute for Digital Twins, Headquartered in North Carolina",https://www.commerce.gov/news/press-releases/2024/11/chips-america-announces-new-proposed-285-million-award-chips,2026-02-04
노르웨이,KDD,2024-11-08,외교안보정책협력,Utenriks- og sikkerhetspolitisk samarbeid,https://www.regjeringen.no/no/tema/europapolitikk/utenriks-sikkerhetspolitisk-samarbeid/id684931/,2026-02-04
호주,DISR,2024-10-21,AI와 ESG,AI and ESG,https://www.industry.gov.au/publications/ai-and-esg,2026-02-04
대한민국,과학기술정보통신부,2024-10-09,직원검색,직원검색,https://www.msit.go.kr/empSearch/list.do?sCode=user&searchFlag=Y&searchTxt=&searchOpt=dept&mId=140&mPid=138,2026-02-04
대한민국,산업통상자원부,2024-09-26,2030년까지 기업 인공지능(AI) 활용률 70%까지 올린다,2030년까지 기업 인공지능(AI) 활용률 70%까지 올린다,https://www.motie.go.kr/attach/down/095a2dda9c864e1d90d751f7668a1117/1dcaa913e5e33f053d94912edd58d9a5,2026-02-04
스웨덴,Finance,2024-09-26,CV 사라 모딕,CV Sara Modig,https://www.government.se/government-of-sweden/ministry-of-climate-and-enterprise/ebba-busch/cv-sara-modig2/,2026-02-04
미국,DOC,2024-09-19,팩트 시트: 디지털 경제에서 미국 경쟁력과 무역을 향상시키기 위한 국제 무역청의 노력,Fact Sheet: International Trade Administration Efforts to Advance U.S. Competitiveness and Trade in the Digital Economy,https://www.commerce.gov/news/fact-sheets/2024/09/fact-sheet-international-trade-administration-efforts-advance-us,2026-02-04
네덜란드,EZK,2024-09-13,장애청소년 교육지원 신청,Applying for an educational support for young people with a disability,https://www.government.nl/topics/appropriate-education/request-educational-supports-for-young-people-with-disabilities,2026-02-04
핀란드,MEE,2024-09-11,유럽연합(EU)의 인공지능 규제와 핀란드에서의 시행,EU:n tekoälyasetus ja sen toimeenpano Suomessa,https://tem.fi/documents/1410877/224244145/AIA-sidosryhmatilaisuus_11092024.pdf/eb557f4c-be8a-587e-e90c-62df82f9d6a9/AIA-sidosryhmatilaisuus_11092024.pdf?t=1730194781621,2026-02-04
핀란드,MEE,2024-09-11,질의응답: 2024년 9월 11일 인공지능 규제 이해관계자 회의,Kysymyksiä ja vastauksia: Tekoälyasetuksen sidosryhmätilaisuus 11.9.2024,https://tem.fi/documents/1410877/224244145/Teko%C3%A4lyasetuksen+kansallisen+t%C3%A4yt%C3%A4nt%C3%B6%C3%B6npanon+sidosryhm%C3%A4tilaisuus+11.9.2024.pdf/26a90ebf-16ca-3736-59be-26225b95ac1e/Teko%C3%A4lyasetuksen+kansallisen+t%C3%A4yt%C3%A4nt%C3%B6%C3%B6npanon+sidosryhm%C3%A4tilaisuus+11.9.2024.pdf?t=1729167133858,2026-02-04
UAE,TDRA,2024-09-11,디지털 혁신 가능성,ﻣﻤﻜﻨﺎت اﻟﺘﺤﻮل اﻟﺮﻗﻤﻲ,https://dgov.tdra.gov.ae/-/media/dgov/pdfs/publications/uae-digital-enablers-report-ar.pdf,2026-02-04
미국,NTIA,2024-08-23,5장: 디지털 세대: 젊은이들이 컴퓨터와 인터넷을 어떻게 받아들였는가,Chapter 5: The Digital Generation: How Young People Have Embraced Computers And The Internet,https://www.ntia.gov/sites/default/files/data/dn/html/Chapter5.htm,2026-02-04
대한민국,산업통상자원부,2024-07-09,K-디자인과 인공지능(AI) 융합을 위한 첫 청사진 나왔다,K-디자인과 인공지능(AI) 융합을 위한 첫 청사진 나왔다,https://www.motie.go.kr/attach/down/095a2dda9c864e1d90d751f7668a1117/86735b0e6eff8bd8d2bad606bdb0564f/9a9db098b587ee18b321c826f3707a49,2026-02-04
네덜란드,EZK,2024-07-02,에디 반 마룸,Eddie van Marum,https://www.government.nl/government/members-of-cabinet/eddie-van-marum,2026-02-04
일본,디지털청,2024-06-21,디지털 인증 앱,デジタル認証アプリ,https://services.digital.go.jp/auth-and-sign/,2026-02-04
미국,DOC,2024-05-21,"지나 라이몬도(Gina Raimondo) 미 상무장관, AI 안전에 관한 전략적 비전 발표, AI 안전 연구소 간 글로벌 협력 계획 발표","U.S. Secretary of Commerce Gina Raimondo Releases Strategic Vision on AI Safety, Announces Plan for Global Cooperation Among AI Safety Institutes",https://www.commerce.gov/news/press-releases/2024/05/us-secretary-commerce-gina-raimondo-releases-strategic-vision-ai-safety,2026-02-04
핀란드,LVM,2024-04-25,글로벌 디지털 문제에서 EU의 리더십 강화,Strengthening the EU’s Leadership in Global Digital Affairs,https://lvm.fi/o/yja-generic-portlet/yja-api/vahva/documents/6341785,2026-02-04
중국,CAC,2024-04-02,생성 인공 지능 서비스에 대한 등록 정보 공개에 대한 중국 사이버 공간 관리국의 발표,国家互联网信息办公室关于发布生成式人工智能服务已备案信息的公告,https://www.cac.gov.cn/2024-04/02/c_1713729983803145.htm,2026-02-04
네덜란드,EZK,2024-03-19,누구나 곧 디지털 VOG를 이용할 수 있습니다.,Digital VOG available soon for everyone,https://www.government.nl/latest/news/2024/03/19/digital-vog-available-soon-for-everyone,2026-02-04
스위스,OFCOM,2024-03-11,스위스의 디지털 거버넌스 및 인공 지능을 위한 Plateforme Tripartite,The Plateforme Tripartite for digital governance and artificial intelligence in Switzerland,https://www.bakom.admin.ch/en/the-plateforme-tripartite-for-digital-governance-and-artificial-intelligence-in-switzerland,2026-02-04
캐나다,ISED,2024-03-01,양방향 디지털 미디어 부문 외국인 투자 심사에 관한 정책 성명,Policy Statement on Foreign Investment Review in the Interactive Digital Media Sector,https://ised-isde.canada.ca/site/investment-canada-act/en/home/policy-statement-foreign-investment-review-interactive-digital-media-sector,2026-02-04
네덜란드,EZK,2024-02-29,네덜란드 외부 여행,Travelling outside the Netherlands,https://www.government.nl/topics/travelling-outside-the-netherlands,2026-02-04
미국,DOC,2024-02-16,Digital Nation 데이터 탐색기,Digital Nation Data Explorer,https://data.commerce.gov/digital-nation-data-explorer,2026-02-04
영국,DSIT,2024-02-10,eVisas: 온라인 이민 신분에 접근하고 사용하세요,eVisas: access and use your online immigration status,https://www.gov.uk/evisa,2026-02-04
프랑스,Bercy,2023-12-19,해당 지방자치단체의 구리 네트워크 폐쇄,La fermeture du réseau cuivre dans votre commune,https://www.economie.gouv.fr/treshautdebit/la-fermeture-du-reseau-cuivre-dans-votre-commune,2026-02-04
UAE,TDRA,2023-11-14,디지털 고객 정책 및 디지털 정부 서비스,سياسة المتعامل الرقمي والخدمة الحكومية الرقمية,https://dgov.tdra.gov.ae/ar/publications/digital-customer-and-digital-government-service-policy,2026-02-04
중국,CAC,2023-11-08,"민생에 대한 '가짜 정책'을 모아 대중을 호도하고, AI '가짜 뉴스'를 만들어내는 것은 최종 결과에 닿는다 - 2023년 10월 중국 인터넷 공동 루머 반박 플랫폼의 루머 반박 목록 요약",编民生“假政策”误导公众 造AI“伪新闻”触碰底线——中国互联网联合辟谣平台2023年10月辟谣榜综述,https://www.cac.gov.cn/2023-11/08/c_1701102636968886.htm,2026-02-04
이스라엘,IIA,2023-10-17,종합병원,בתי חולים כלליים,https://innovationisrael.org.il/winner/%D7%91%D7%AA%D7%99-%D7%97%D7%95%D7%9C%D7%99%D7%9D-%D7%9B%D7%9C%D7%9C%D7%99%D7%99%D7%9D/,2026-02-04
이스라엘,IIA,2023-09-12,스타트업 아카이브,ארכיון הזנק,https://innovationisrael.org.il/term_type/%D7%94%D7%96%D7%A0%D7%A7/,2026-02-04
중국,CAC,2023-07-13,생성인공지능 서비스 관리에 관한 임시조치,生成式人工智能服务管理暂行办法,https://www.cac.gov.cn/2023-07/13/c_1690898327029107.htm,2026-02-04
미국,NTIA,2023-06-25,고속도로 통행권을 따라 디지털 비디오 및 데이터를 위한 IP 무선 네트워크,IP Wireless Networks for Digital Video and Data along Highway Right of Way,https://www.its.ntia.gov/publications/download/2004%20ISART%2004-409%20Amanna.pdf,2026-02-04
미국,NTIA,2023-06-15,AI 책임 정책 접수된 의견,AI Accountability Policy Received Comments,https://www.ntia.gov/issues/artificial-intelligence/stakeholder-engagement/request-for-comments/received-comments,2026-02-04
프랑스,Bercy,2023-05-03,최고의 임무를 지닌 직업?공공 재정 대회는 당신을 위한 것입니다!,Un job avec des missions au top ? Le concours des Finances publiques est pour vous !,https://rejoindrelesfinancespubliques.economie.gouv.fr/rejoindre-les-finances-publiquesdes-concours-pour-tous-les-niveaux-detudes/un-job-avec-des-missions,2026-02-04
미국,NTIA,2023-04-19,워싱턴,Washington,https://broadbandusa.ntia.gov/node/216,2026-02-04
미국,NTIA,2023-04-13,뉴멕시코,New Mexico,https://broadbandusa.ntia.gov/node/197,2026-02-04
UAE,TDRA,2023-03-13,ICT용어사전,قاموس مصطلحات تكنولوجيا المعلومات والاتصالات,https://tdra.gov.ae/ar/Pages/ict-dictionary,2026-02-04
네덜란드,EZK,2023-03-02,AI 영향 평가,AI Impact Assessment,https://www.government.nl/documents/publications/2023/03/02/ai-impact-assessment,2026-02-04
스웨덴,Finance,2023-02-17,2019년 스웨덴 정부 기관 연감,Swedish Government Offices Yearbook 2019,https://www.government.se/contentassets/4577d0aa03244a58a4d1811b5ca1c6a3/swedish-government-offices-yearbook-2019.pdf,2026-02-04
스웨덴,Finance,2023-01-31,2022/2023년 발효되는 주요 법령 및 조례,Key acts and ordinances entering into force in 2022/2023,https://www.government.se/contentassets/96c8a6d164df4427bfa8ad851a80ac67/key-acts-and-ordinances-entering-into-force-in-2022_2023.pdf,2026-02-04
UAE,TDRA,2023-01-19,디지털 포렌식 조사,التحقيق الجنائي الرقمي,https://tdra.gov.ae/ar/Services/digital-forensics-analysis,2026-02-04
네덜란드,EZK,2023-01-02,항공기 등록부에 항공기 등록,Registering an aircraft in the aircraft register,https://www.government.nl/topics/aviation/recreational-flying/registering-an-aircraft-in-the-aircraft-register,2026-02-04
중국,CAC,2022-10-20,앞으로 중국은 어떤 모습일까요?AI가 대신 그려준다,未来中国什么样？AI为你画出来,http://www.cac.gov.cn/2022-10/20/c_1667893475809952.htm,2026-02-04
네덜란드,EZK,2022-10-05,자격 세부정보 보기 및 변경,Viewing and changing details of qualifications,https://www.government.nl/topics/secondary-vocational-education-mbo-and-tertiary-higher-education/viewing-and-changing-details-of-qualifications,2026-02-04
호주,DISR,2022-09-15,조직도,Organisation chart,https://www.industry.gov.au/people/organisation-chart,2026-02-04
대만,moda,2022-08-27,"디지털 산업 관리국, Moda","數位產業署 Administration for Digital Industries, moda",https://moda.gov.tw/ADI/,2026-02-04
대만,moda,2022-08-05,moda — 디지털부,moda — 數位發展部 Ministry of Digital Affairs,https://moda.gov.tw/,2026-02-04
스위스,OFCOM,2022-07-05,스위스의 디지털 라디오 사용,DIGITAL RADIO USE IN SWITZERLAND,https://www.bakom.admin.ch/dam/en/sd-web/9wEtYMOiIHj6/GfK%20Trend%20analysis%20spring%202025.pdf,2026-02-04
UAE,TDRA,2022-02-25,TDRA,TDRA,https://tdra.gov.ae/en/,2026-02-04
UAE,TDRA,2022-01-24,로그인 |TDRA,تسجيل الدخول | TDRA,https://digital.tdra.gov.ae/ar/Auth/Login,2026-02-04
중국,MIIT,2022-01-19,중화인민공화국 산업정보기술부,中华人民共和国工业和信息化部,https://bzxx.miit.gov.cn/bzxx/wap/reply/detail?id=ff8080817d7fd396017e095ee78c36eb&appellateId=ff8080817d7fd396017e095ee78c36eb,2026-02-04
독일,BMWK,2022-01-18,연방경제기후보호부(BMWK),Bundesministerium für Wirtschaft und Klimaschutz (BMWK),https://www.bmwk.de/,2026-02-04
사우디,MCIT,2021-12-06,디지털 혁신,التحول الرقمي,https://futureskills.mcit.gov.sa/ar/group/8179,2026-02-04
스웨덴,Finance,2021-11-30,"정부 변경, 2021년 11월 30일","Change of government, 30 November 2021",https://www.government.se/contentassets/21b65680561140aa8447fc90d995feaa/minister-for-schools-lina-axelsson-kihlblom-all-content-2021-2022.pdf,2026-02-04
UAE,TDRA,2021-11-15,통신부문발전기금,صندوق تطوير قطاع الاتصالات,https://tdra.gov.ae/ictfund,2026-02-04
사우디,MCIT,2021-10-04,전문적인 디지털 혁신 전략,إستراتجية التحول الرقمي المحترف Digital Transformation,https://futureskills.mcit.gov.sa/ar/group/5738,2026-02-04
일본,METI,2021-07-16,2020년도 전략근본기술 고도화 및 협업지원사업(중소기업 AI 활용촉진 연구사업),令和2年度戦略的基盤技術 高度化・連携支援事業 (中小企業のＡＩ活用促進に 関する調査事業),https://www.meti.go.jp/meti_lib/report/2020FY/000245.pdf,2026-02-04
사우디,MCIT,2021-04-05,디지털 혁신 전문가,محترف التحول الرقمي,https://futureskills.mcit.gov.sa/en/group/3367,2026-02-04
핀란드,LVM,2021-03-09,핀란드는 ICT 부문의 기후 전략을 발표했습니다. 기후 변화에 대처하기 위해 활용될 비트입니다.,Suomi julkisti ICT-alan ilmastostrategian: bitit valjastettava ilmastonmuutoksen torjuntaan,https://lvm.fi/-/suomi-julkisti-ict-alan-ilmastostrategian-bitit-valjastettava-ilmastonmuutoksen-torjuntaan-1260924,2026-02-04
노르웨이,KDD,2021-02-01,공공 부문의 디지털화,Digitalisering i offentlig sektor,https://www.regjeringen.no/no/dokumenter/digitalisering-i-offentlig-sektor/id2830849/,2026-02-04
핀란드,MEE,2021-01-27,D9+ 선언: 유럽의 디지털 10년을 선도합니다,D9+ Declaration: Leading the Way to Europe´s Digital Decade,https://tem.fi/documents/1410877/53440649/D9++Declaration.pdf/536c1b37-2b93-57d6-1313-bfe943f3c17e?t=1611759617528,2026-02-04
대한민국,과학기술정보통신부,2020-12-12,기관소개,기관소개,https://www.msit.go.kr/submain/index.do?sCode=user&mId=131&mPid=1,2026-02-04
대한민국,과학기술정보통신부,2020-12-07,MI소개,MI소개,https://www.msit.go.kr/contents/cont.do?sCode=user&mPid=131&mId=141,2026-02-04
대한민국,과학기술정보통신부,2020-12-01,소속유관기관,소속유관기관,https://www.msit.go.kr/shareData/list.do?sCode=user&mPid=112&mId=114,2026-02-04
핀란드,MEE,2020-11-06,유럽의 디지털 혁신 허브,Eurooppalaiset digitaaliset innovaatiohubit,https://tem.fi/digitaaliset-innovaatiohubit,2026-02-04
중국,MIIT,2020-10-30,산업정보기술부,工信部,https://www.miit.gov.cn/,2026-02-04
사우디,MCIT,2020-09-09,홈 |미래 기술 포털,الرئيسية | بوابة مهارات المستقبل,https://futureskills.mcit.gov.sa/,2026-02-04
핀란드,LVM,2020-09-02,신흥 디지털 기술 - 우리는 기후와 환경 측면에서 올바른 선택을 하고 있습니까?,Nousevat digiteknologiat – teemmekö oikeita valintoja ilmaston ja ympäristön kannalta?,https://lvm.fi/-/nousevat-digiteknologiat-teemmeko-oikeita-valintoja-ilmaston-ja-ympariston-kannalta-,2026-02-04
핀란드,LVM,2020-06-15,ICT 부문의 양면: ICT 부문은 에너지와 재료를 소비하지만 탄소 중립 사회로 이어집니다.,"ICT-alan kaksi puolta: ICT-ala kuluttaa energiaa ja materiaaleja, mutta vie myös kohti hiilineutraalia yhteiskuntaa",https://lvm.fi/-/ict-alan-kaksi-puolta-ict-ala-kuluttaa-energiaa-ja-materiaaleja-mutta-vie-myos-kohti-hiilineutraalia-yhteiskuntaa-1209919,2026-02-04
핀란드,LVM,2020-06-15,"웨비나 2020년 6월 15일: ICT 산업은 해결책인가, 아니면 사기인가?",Webinaari 15.6.2020: Onko ICT-ala ratkaisija vai rohmu?,https://lvm.fi/en/-/webinaari-15-6-2020-onko-ict-ala-ratkaisija-vai-rohmu-1186431,2026-02-04
중국,MIIT,2020-06-10,산업정보기술 싱크탱크,工信智库,https://thinktank.miit.gov.cn/,2026-02-04
미국,DOC,2020-05-03,신흥 디지털 경제(1998년 7월),The Emerging Digital Economy (July 1998),https://www.commerce.gov/sites/default/files/migrated/reports/emergingdig_0.pdf,2026-02-04
미국,NTIA,2019-05-22,"미국, 글로벌 AI 원칙 채택에 OECD와 합류",U.S. Joins with OECD in Adopting Global AI Principles,https://www.ntia.gov/blog/us-joins-oecd-adopting-global-ai-principles,2026-02-04
중국,MIIT,2019-04-15,ICP/IP 주소/도메인명 정보 등록 관리 시스템,ICP/IP地址/域名信息备案管理系统,https://beian.miit.gov.cn/,2026-02-04
대한민국,산업통상자원부,2019-04-12,보 도 자 료,보 도 자 료,http://www.motie.go.kr/attach/down/095a2dda9c864e1d90d751f7668a1117/5d41b5a52caa9ec2fdf5afe748dd61be,2026-02-04
스웨덴,Finance,2019-01-01,2018/19년부터 시행되는 주요 법령 및 조례,Key acts and ordinances entering into force in 2018/19,https://www.government.se/contentassets/4ac2fd31262c4eaca92af1505d2e4a9a/key-acts-and-ordinances-entering-into-force-in-2018-2019.pdf,2026-02-04
중국,CAC,2018-10-12,중앙사이버보안정보기술위원회 사무국,中央网络安全和信息化委员会办公室,https://www.cac.gov.cn/,2026-02-04
대한민국,과학기술정보통신부,2017-09-12,과학기술정보통신부,과학기술정보통신부,https://www.msit.go.kr/,2026-02-04
핀란드,MEE,2016-11-07,핀란드 Kitkattomaa로 가는 21가지 경로,21 polkua Kitkattomaan Suomeen,https://tem.fi/documents/1410877/2864661/21+polkua+kitkattomaan+Suomeen+04032013.pdf,2026-02-04
네덜란드,EZK,2016-06-17,네덜란드 국외로 여행하는 미성년자를 위한 동의서 |형태,Consent letter for minors travelling outside the Netherlands | Form,https://www.government.nl/documents/forms/2016/06/17/consent-letter-for-minors-travelling-abroad,2026-02-04
프랑스,Bercy,2016-04-29,경제재정부 산업에너지주권부,Ministère de l’Économie des Finances et de la Souveraineté industrielle et énergétique,https://www.economie.gouv.fr/,2026-02-04
일본,METI,2016-03-31,경제산업성 홈페이지(METI),経済産業省のWEBサイト （METI/経済産業省）,https://www.meti.go.jp/,2026-02-04
스웨덴,Finance,2016-03-07,정책 영역 및 연락처,Policy areas and points of contact,https://www.government.se/sweden-in-the-eu/permanent-representation-of-sweden-to-the-eu/contacts/,2026-02-04
미국,NTIA,2015-11-09,디지털경제 자문위원회 회의,Digital Economy Board of Advisors Meeting,https://www.ntia.gov/files/ntia/publications/niskanen_center_comments.pdf,2026-02-04
미국,DOC,2015-08-19,소식,News,https://www.commerce.gov/news,2026-02-04
핀란드,MEE,2013-05-15,마찰 없는 핀란드로 가는 21가지 경로,21 paths to a Frictionless Finland,https://tem.fi/documents/1410877/3437254/21+Paths+to+a+frictionless+Finland+15052013.pdf,2026-02-04
영국,DSIT,2012-10-13,여권 사진 받기: 디지털 사진,Get a passport photo: Digital photos,https://www.gov.uk/photos-for-passports,2026-02-04
영국,DSIT,2011-12-28,GOV.UK에 오신 것을 환영합니다.,Welcome to GOV.UK,https://www.gov.uk/,2026-02-04
미국,DOC,2006-10-20,미국 상무부,U.S. Department of Commerce,https://www.commerce.gov/,2026-02-04
일본,MIC,2006-08-09,총무성,総務省,https://www.soumu.go.jp/,2026-02-04
미국,백악관,2006-06-21,백악관,The White House,https://www.whitehouse.gov/,2026-02-04
